"Argensola_Alejandra" "Argensola_Isabela" "Artieda_Amantes" "Bermudez_Lastimosa" "Bermudez_Laureada" "Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "JCueva_Infamador" "JCueva_Principe" "JCueva_Saco" "Lasso_Constantinopla" "Lasso_Dido.restaurada" "Virues_Marcela" "Virues_Semirámis" "Virues_Tirano" "Cervantes_CasaCelos" "Cervantes_Urdemalas" "Duda_Jerusalem"
"te" 0.797914362458524 0.63506918911692 0.637355514745598 1.27291242362525 0.624479600333056 0.626845880296546 0.360691438682455 0.588758814267132 0.867834394904459 0.681848272209718 0.452985586822237 0.67730455745609 0.542770299609205 0.508952103971644 0.5570642712903 0.736912623217533 0.84356863274396 0.565007618080244 0.665947865795649
"al" 0.711012798230368 0.528110167791965 0.594144971373015 0.330957230142566 0.735498195947821 0.626845880296546 0.728188376207976 0.698295337851715 0.53343949044586 0.84072553952072 0.63143445435827 0.642865342670187 0.499348675640469 0.68163228210488 0.72418355267739 0.641209685137334 0.593872317451748 0.526917216861351 0.672290226422274
"si" 0.545109811976616 0.655124005615349 1.33952684455007 0.441276306856755 0.326117124618374 0.813694171538786 0.70777187967878 0.725679468747861 0.660828025477707 0.609029524692175 0.700068634179822 0.619905866146252 0.618758141554494 0.527128964827774 0.584917484854815 0.516795865633075 0.823322985558105 0.558659217877095 0.900615208980783
"del" 0.355506399115184 0.701918577445016 0.216052716862915 0.56856754921928 1.15181792950319 0.397806039418962 0.544439907445216 0.465530225234477 0.35828025477707 0.661988613795843 0.60398078242965 0.665824819194122 0.694745983499783 0.418067799690993 0.605807395028201 0.736912623217533 0.377918747469294 0.450736414423565 0.488361768250143
"las" 0.711012798230368 0.982686008423023 0.572539699686724 0.712830957230143 0.888148764918124 0.439997589054307 0.646522390091194 0.369685767097967 0.342356687898089 0.264795445518337 0.494166094715168 0.309952933073126 0.42336083369518 0.263564482413887 0.5570642712903 0.574217628481194 0.391415845593197 0.704672422549518 0.589839538276146
"yo" 0.553009954179175 0.695233638612207 0.30247380360808 0.36490156143924 0.19428254232584 0.687119522632753 0.52402341091602 0.540836585198877 0.732484076433121 0.50311134648484 0.425531914893617 0.344392147859029 0.314806773773339 0.927019903662637 0.633660608592716 0.622069097521294 0.593872317451748 0.704672422549518 0.672290226422274
"más" 0.474008532153579 0.548164984290394 0.550934428000432 0.88255261371351 0.624479600333056 0.524380688324996 0.632911392405063 0.581912781543096 0.390127388535032 0 0.439258750857927 0.539547698312479 0.412505427702996 0.445333090975189 0.508321147552399 0.421092927552876 0.425158590902956 0.418994413407821 0.482019407623517
"qué" 0.695212513825249 0.40778126880139 0.691368693961327 0.98438560760353 0.457951706910908 0.500271231390513 0.496801415543759 0.342301636201821 0.565286624203822 0 0.452985586822237 0.252554241763288 0.379939209726444 0.554394256111969 0.584917484854815 0.478514690400995 0.6006208665137 0.450736414423565 0.526415932009894
"tan" 0.237004266076789 0.521425228959155 0.421302797882683 1.08621860149355 0.957535387177352 0.277258754746549 0.462773921328433 0.417607996166222 0.36624203821656 0.403813054415464 0.398078242964997 0.528067960050511 0.271385149804603 0.427156230119058 0.452614720423369 0.440233515168916 0.229450668106357 0.368207211782631 0.494704128876768
"pues" 0.655711802812451 0.755398088107494 0.88581613913795 0.36490156143924 0.180405217873994 0.385751310951721 0.469579420171499 0.342301636201821 0.445859872611465 0.390573282139547 0.288263555250515 0.24107450350132 0.282240555796787 0.436244660547124 0.508321147552399 0.478514690400995 0.539883924956134 0.418994413407821 0.634236062662523
"ya" 0.458208247748459 0.514740290126345 0.183644809333477 0.271554650373388 0.367749097973911 0.433970224820686 0.52402341091602 0.410761963442185 0.334394904458599 0.370713623725672 0.329444063143445 0.424750315692802 0.488493269648285 0.5725711169681 0.494394540770141 0.622069097521294 0.357673100283439 0.457084814626714 0.551785374516395
"le" 0.466108389951019 0.280767430978007 0.766987144863347 0.347929395790903 0.499583680266445 0.560544873726719 0.224581461821151 0.486068323406586 0.382165605095541 0.423672712829339 0.233356211393274 0.562507174836414 0.477637863656101 0.418067799690993 0.38994498990321 0.325389989472677 0.485895532460521 0.463433214829863 0.27906386757151
"un" 0.497708958761258 0.340931880473294 0.799395052392784 0.297012898845893 0.353871773522065 0.584654330661202 0.374302436368586 0.540836585198877 0.437898089171975 0 0.425531914893617 0.0229594765239353 0.564481111593574 0.563482686540035 0.529211057725785 0.440233515168916 0.512889728708328 0.787201625190452 0.310775670704636
"sin" 0.158002844051193 0.347616819306103 0.162039537647186 0.483706720977597 0.339994449070219 0.277258754746549 0.285830951408738 0.376531799822003 0.421974522292994 0.278035217794254 0.274536719286205 0.344392147859029 0.325662179765523 0.472598382259384 0.362091776338695 0.220116757584458 0.371170198407342 0.336465210766887 0.342487473837762
"bien" 0.252804550481909 0.227287920315529 0.248460624392352 0.390359809911745 0.409381071329448 0.289313483213791 0.306247447937934 0.444992127062367 0.222929936305732 0.205216470276711 0.150995195607412 0.286993456549191 0.629613547546678 0.345360356266473 0.341201866165309 0.315819695664657 0.425158590902956 0.355510411376333 0.380541637597514
"o" 0.165902986253753 0.300822247476436 0.496921248784703 0.390359809911745 0.256730502359145 0.349587125549997 0.360691438682455 0.273841308961457 0.294585987261146 0.556070435588508 0.288263555250515 0.378831362644932 0.23881893182805 0.290829773698082 0.208899101733863 0.181835582352378 0.431907139964908 0.342813610970036 0.177586097545506
"quien" 0.21330383946911 0.381041513470152 0.572539699686724 0.280040733197556 0.180405217873994 0.313422940148273 0.244997958350347 0.19168891627302 0.382165605095541 0.25155567324242 0.233356211393274 0.424750315692802 0.347372991749891 0.363537217122603 0.236752315298378 0.296679108048617 0.182210824672695 0.190452006094464 0.241009703811759
"como" 0.150102701848633 0.42115114646701 0.507723884627849 0.186693822131704 0.242853177907299 0.229039840877584 0.238192459507282 0.225919079893202 0.207006369426752 0.165497153448961 0.205902539464653 0.378831362644932 0.358228397742076 0.64527856039262 0.382981686512081 0.287108814240597 0.229450668106357 0.336465210766887 0.14587429441238
"ha" 0.363406541317744 0.0869042048265258 0.22685535270606 0.127291242362525 0.201221204551762 0.307395575914652 0.428746427113107 0.527144519750804 0.421974522292994 0 0.494166094715168 0.332912409597061 0.260529743812419 0.436244660547124 0.376018383120953 0.162694994736338 0.371170198407342 0.342813610970036 0.336145113211137
"rey" 0.687312371622689 0.488000534795107 0.0432105433725829 0.322471147318398 0.541215653621982 0.0843830992706889 0.0136109976861304 0.116382556308619 0.00796178343949045 0.860585197934596 0.0549073438572409 0.0573986913098381 0.293095961788971 0.0908843042806507 0.236752315298378 0.430663221360896 0.0539883924956134 0.234890807516506 0.14587429441238
"para" 0.189603412861432 0.401096329968581 0.324079075294372 0.330957230142566 0.291423813488759 0.319450304381894 0.231386960664217 0.273841308961457 0.246815286624204 0.21183635641467 0.247083047357584 0.229594765239353 0.282240555796787 0.327183495410343 0.299422045818536 0.239257345200498 0.337427453097584 0.241239207719655 0.260036785691634
"ser" 0.244904408279349 0.394411391135771 0.3780922545101 0.161235573659199 0.326117124618374 0.313422940148273 0.204164965291956 0.219073047169165 0.18312101910828 0.370713623725672 0.205902539464653 0.126277120881644 0.206252713851498 0.381714077978733 0.327275259383051 0.287108814240597 0.20245647185855 0.380904012188928 0.253694425065009
"ni" 0.244904408279349 0.340931880473294 0.421302797882683 0.330957230142566 0.152650568970303 0.247121933578446 0.231386960664217 0.150612719928801 0.270700636942675 0.21183635641467 0.370624571036376 0.459189530478705 0.390794615718628 0.190857038989367 0.22282570851612 0.354100870896737 0.229450668106357 0.260284408329101 0.228324982558508
"esta" 0.371306683520303 0.193863226151481 0.15123690180404 0.263068567549219 0.152650568970303 0.18684829124224 0.279025452565673 0.294379407133566 0.214968152866242 0.225076128690587 0.219629375428964 0.172196073929514 0.23881893182805 0.5725711169681 0.355128472947566 0.315819695664657 0.310433256849777 0.222194007110208 0.583497177649521
"este" 0.355506399115184 0.160438531987432 0.183644809333477 0.280040733197556 0.235914515681377 0.235067205111205 0.279025452565673 0.28753337440953 0.246815286624204 0.271415331656295 0.274536719286205 0.183675812191482 0.260529743812419 0.290829773698082 0.306385349209665 0.315819695664657 0.236199217168309 0.0888776028440833 0.374199276970889
"señor" 0.529309527571496 0.233972859148339 0.129631630117749 0.551595383570944 0.270607826810991 0.253149297812067 0.142915475704369 0.219073047169165 0.246815286624204 0.158877267311002 0.192175703500343 0.286993456549191 0.18454190186713 0.390802508406798 0.146229371213704 0.220116757584458 0.155216628424889 0.209497206703911 0.247352064438384
"mas" 0.284405119292147 0.274082492145197 0.140434265960894 0.254582484725051 0.256730502359145 0.132602013139654 0.279025452565673 0.219073047169165 0.246815286624204 0.787766450417053 0.343170899107756 0.19515555045345 0.195397307859314 0.0999727347087158 0.146229371213704 0.133984113312279 0.323930354973681 0.120619603859827 0.234667343185134
"muerte" 0.395007110127982 0.260712614479577 0.0972237225883116 0.483706720977597 0.249791840133222 0.0723283708034477 0.306247447937934 0.136920654480728 0.318471337579618 0.423672712829339 0.0960878517501716 0.126277120881644 0.0651324359531046 0.263564482413887 0.271568832254021 0.296679108048617 0.107976784991227 0.0190452006094464 0.14587429441238
"porque" 0.244904408279349 0.280767430978007 0.334881711137518 0.161235573659199 0.138773244518457 0.295340847447411 0.210970464135021 0.232765112617238 0.302547770700637 0.364093737587714 0.356897735072066 0.298473194811158 0.303951367781155 0.118149595564846 0.0626697305201588 0.220116757584458 0.317181805911729 0.292026409344845 0.183928458172132
"tal" 0.22910412387423 0.294137308643626 0.108026358431457 0.322471147318398 0.180405217873994 0.210957748176722 0.18374846876276 0.130074621756692 0.278662420382166 0.350853965311797 0.439258750857927 0.218115026977385 0.217108119843682 0.254476051985822 0.16711928138709 0.239257345200498 0.12147388311513 0.120619603859827 0.126847212532505
"cielo" 0.197503555063991 0.0534795106624774 0.0432105433725829 0.212152070604209 0.617540938107133 0.108492556205171 0.149720974547434 0.328609570753748 0.199044585987261 0.291274990070171 0.109814687714482 0.149236597405579 0.36908380373426 0.309006634554213 0.271568832254021 0.220116757584458 0.249696315292212 0.120619603859827 0.209297900678633
"oh" 0.466108389951019 0.21391804264991 0 0.509164969450102 0.548154315847905 0.132602013139654 0.210970464135021 0.26699527623742 0.103503184713376 0 0.0274536719286205 0 0 0.172680178133236 0.396908293294339 0.344530577088717 0.364421649345391 0.0952260030472321 0.291748588824761
"vida" 0.181703270658872 0.153753593154623 0.118828994274603 0.483706720977597 0.346933111296142 0.0964378277379302 0.360691438682455 0.198534948997056 0.151273885350318 0.185356811862836 0.0823610157858614 0.160716335667547 0.151975683890578 0.336271925838408 0.236752315298378 0.277538520432577 0.209205020920502 0.114271203656679 0.183928458172132
"tú" 0.300205403697267 0.374356574637342 0.140434265960894 0.407331975560081 0.19428254232584 0.156711470074137 0.231386960664217 0.212227014445129 0.35828025477707 0 0.233356211393274 0.172196073929514 0.097698653929657 0.136326456420976 0.236752315298378 0.210546463776438 0.249696315292212 0.146013204672423 0.221982621931883
"aquí" 0.252804550481909 0.0735343271609065 0.108026358431457 0.10183299389002 0.131834582292534 0.241094569344826 0.231386960664217 0.246457178065311 0.35828025477707 0 0.343170899107756 0.114797382619676 0.23881893182805 0.699809142961011 0.174082584778219 0.296679108048617 0.310433256849777 0.292026409344845 0.253694425065009
"mí" 0.165902986253753 0.20054816498429 0.0864210867451658 0.330957230142566 0.111018595614765 0.162738834307757 0.129304478018239 0.171150818100911 0.342356687898089 0 0.219629375428964 0.160716335667547 0.325662179765523 0.463509951831319 0.299422045818536 0.363671164704756 0.229450668106357 0.196800406297613 0.164901376292256
"todo" 0.142202559646074 0.0935891436593355 0.205250081019769 0.305498981670061 0.263669164585068 0.204930383943102 0.238192459507282 0.19168891627302 0.159235668789809 0.25155567324242 0.192175703500343 0.275513718287223 0.206252713851498 0.227210760701627 0.271568832254021 0.181835582352378 0.229450668106357 0.253936008125952 0.202955540052007
"esto" 0.244904408279349 0.160438531987432 0.0648158150588744 0.220638153428377 0.0832639467110741 0.132602013139654 0.204164965291956 0.143766687204765 0.334394904458599 0.516351118760757 0.411805078929307 0.091837906095741 0.162831089882762 0.290829773698082 0.22282570851612 0.0957029380801991 0.168713726548792 0.152361604875571 0.215640261305258
"sus" 0.181703270658872 0.40778126880139 0.0972237225883116 0.305498981670061 0.492645018040522 0.19287565547586 0.224581461821151 0.109536523584583 0.0477707006369427 0.0595789752416258 0.137268359643102 0.160716335667547 0.151975683890578 0.0817958738525857 0.306385349209665 0.114843525696239 0.175462275610744 0.228542407313357 0.190270818798757
"os" 0.21330383946911 0.0401096329968581 0.0324079075294372 0.152749490835031 0.124895920066611 0.277258754746549 0.319858445624064 0.143766687204765 0.071656050955414 0.172117039586919 0.370624571036376 0.229594765239353 0.325662179765523 0.327183495410343 0.22282570851612 0.105273231888219 0.229450668106357 0.31742001015744 0.126847212532505
"nos" 0.197503555063991 0.227287920315529 0.22685535270606 0.186693822131704 0.402442409103525 0.0723283708034477 0.333469443310195 0.082152392688437 0.151273885350318 0.185356811862836 0.425531914893617 0.114797382619676 0.130264871906209 0.127238025992911 0.0417798203467725 0.0669920566561393 0.128222432177082 0.0825292026409345 0.190270818798757
"así" 0.142202559646074 0.187178287318671 0.15123690180404 0.246096401900883 0.333055786844296 0.138629377373275 0.0068054988430652 0.0616142945163278 0.493630573248408 0 0.343170899107756 0 0.0108554059921841 0.318095064982278 0.194972494951605 0.325389989472677 0.16196517748684 0.241239207719655 0.190270818798757
"él" 0.134302417443514 0.160438531987432 0.205250081019769 0.127291242362525 0.0971412711629198 0.325477668615514 0.0884714849598476 0.150612719928801 0.119426751592357 0 0.301990391214825 0.24107450350132 0.119409465914025 0.399890938834863 0.229789011907249 0.229687051392478 0.16196517748684 0.184103605891315 0.158559015665631
"amor" 0.205403697266551 0.100274082492145 0.0648158150588744 0.458248472505092 0.173466555648071 0.138629377373275 0.122498979175174 0.184842883548983 0.0955414012738854 0.0397193168277506 0.0137268359643102 0.229594765239353 0.173686495874946 0.463509951831319 0.146229371213704 0.229687051392478 0.296936158725874 0.190452006094464 0.215640261305258
"mis" 0.126402275240954 0.274082492145197 0.140434265960894 0.305498981670061 0.131834582292534 0.168766198541378 0.238192459507282 0.157458752652838 0.103503184713376 0.0595789752416258 0.0274536719286205 0.160716335667547 0.162831089882762 0.109061165136781 0.27853213564515 0.267968226624557 0.303684707787826 0.139664804469274 0.120504851905879
"está" 0.244904408279349 0.020054816498429 0.129631630117749 0.152749490835031 0.138773244518457 0.204930383943102 0.251803457193412 0.28753337440953 0.191082802547771 0 0.123541523678792 0.24107450350132 0.293095961788971 0.190857038989367 0.0974862474758025 0.210546463776438 0.236199217168309 0.171406805485018 0.190270818798757
"ti" 0.102701848633275 0.0869042048265258 0.0540131792157286 0.577053632043449 0.14571190674438 0.0783557350370683 0.0952769838029128 0.0958444581365099 0.214968152866242 0.244935787104462 0.137268359643102 0.206635288715417 0.108554059921841 0.199945469417432 0.16711928138709 0.181835582352378 0.107976784991227 0.101574403250381 0.120504851905879
"aunque" 0.197503555063991 0.0869042048265258 0.367289618666955 0.195179904955872 0.0832639467110741 0.19287565547586 0.210970464135021 0.164304785376874 0.17515923566879 0.0860585197934595 0.0549073438572409 0.160716335667547 0.141120277898393 0.172680178133236 0.188009191560476 0.153124700928319 0.168713726548792 0.177755205688167 0.158559015665631
"una" 0.134302417443514 0.187178287318671 0.367289618666955 0.127291242362525 0.111018595614765 0.18684829124224 0.122498979175174 0.26699527623742 0.199044585987261 0 0.150995195607412 0 0.227963525835866 0.109061165136781 0.194972494951605 0.172265288544358 0.236199217168309 0.399949212798375 0.202955540052007
"cual" 0.102701848633275 0.287452369810816 0.0324079075294372 0.0848608282416836 0.242853177907299 0.0542462781025857 0.142915475704369 0.130074621756692 0.286624203821656 0.00661988613795843 0.260809883321894 0.0114797382619676 0.303951367781155 0.199945469417432 0.201935798342734 0.200976169968418 0.107976784991227 0.114271203656679 0.14587429441238
"mal" 0.102701848633275 0.100274082492145 0.140434265960894 0.330957230142566 0.0763252844851513 0.216985112410343 0.204164965291956 0.19168891627302 0.111464968152866 0.112538064345293 0.137268359643102 0.218115026977385 0.325662179765523 0.0727074434245206 0.0696330339112875 0.143554407120299 0.182210824672695 0.146013204672423 0.196613179425382
"dios" 0.0316005688102386 0.127013837823384 0.0756184509020201 0.449762389680923 0.374687760199833 0.204930383943102 0.0272219953722608 0.205380981721093 0.135350318471338 0.0198596584138753 0.343170899107756 0.137756859143612 0.0759878419452888 0.0363537217122603 0.160155977995961 0.0478514690400995 0.222702119044405 0.133316404266125 0.202955540052007
"triste" 0.292305261494707 0.187178287318671 0.0432105433725829 0.390359809911745 0.208159866777685 0.0482189138689651 0.176942969919695 0.0547682617922914 0.111464968152866 0.0860585197934595 0.0411805078929307 0.103317644357709 0.18454190186713 0.136326456420976 0.181045888169348 0.162694994736338 0.0674854906195168 0.0190452006094464 0.0761083275195028
"alma" 0.0474008532153579 0.0133698776656194 0.0972237225883116 0.390359809911745 0.208159866777685 0.19287565547586 0.0952769838029128 0.184842883548983 0.0955414012738854 0.165497153448961 0.0411805078929307 0.0459189530478705 0.119409465914025 0.199945469417432 0.215862405124991 0.239257345200498 0.0607369415575651 0.184103605891315 0.120504851905879
"ella" 0.118502133038395 0.113643960157765 0.205250081019769 0.118805159538357 0.312239800166528 0.066301006569827 0.0884714849598476 0.143766687204765 0.294585987261146 0.105918178207335 0.0411805078929307 0.103317644357709 0.119409465914025 0.172680178133236 0.188009191560476 0.143554407120299 0.0944796868673235 0.209497206703911 0.209297900678633
"pero" 0.158002844051193 0.40778126880139 0.691368693961327 0.0424304141208418 0.0138773244518457 0.156711470074137 0.102082482645978 0.136920654480728 0 0 0.0137268359643102 0.0459189530478705 0.0542770299609205 0.254476051985822 0.16711928138709 0.124413819504259 0.141719530300985 0.196800406297613 0.152216655039006
"suerte" 0.0632011376204772 0.0935891436593355 0.0540131792157286 0.0424304141208418 0.124895920066611 0.0723283708034477 0.122498979175174 0.109536523584583 0.262738853503185 0.304514762346088 0.0686341798215511 0.264033980025255 0.227963525835866 0.263564482413887 0.146229371213704 0.0957029380801991 0.0337427453097584 0.0571356018283393 0.0380541637597514
"tierra" 0.0711012798230368 0.0601644494952871 0.0108026358431457 0.203665987780041 0.499583680266445 0.120547284672413 0.102082482645978 0.177996850824947 0.0398089171974522 0.046339202965709 0.123541523678792 0.172196073929514 0.141120277898393 0.172680178133236 0.118376157649189 0.162694994736338 0.12147388311513 0.0253936008125952 0.107820130652629
"luego" 0.0869015642281561 0.140383715489003 0.118828994274603 0.152749490835031 0.0763252844851513 0.0542462781025857 0.129304478018239 0.123228589032656 0.207006369426752 0.278035217794254 0.247083047357584 0.0459189530478705 0.0651324359531046 0.0999727347087158 0.250678922080635 0.105273231888219 0.0877311378053718 0.0888776028440833 0.139531933785755
"quiero" 0.158002844051193 0.106959021324955 0.129631630117749 0.0509164969450102 0.0555092978073827 0.120547284672413 0.115693480332108 0.150612719928801 0.278662420382166 0.185356811862836 0.0549073438572409 0.149236597405579 0.249674337820234 0.163591747705171 0.083559640693545 0.114843525696239 0.209205020920502 0.0571356018283393 0.0951354093993785
"ay" 0.513509243166377 0.120328898990574 0.0432105433725829 0.237610319076714 0.14571190674438 0.0120547284672413 0.034027494215326 0.0753063599644006 0.0875796178343949 0.297894876208129 0.0823610157858614 0.229594765239353 0.0651324359531046 0.0908843042806507 0.0208899101733863 0.0957029380801991 0.0337427453097584 0 0.0761083275195028
"tus" 0.189603412861432 0.314192125142055 0.0756184509020201 0.407331975560081 0.138773244518457 0.114519920438792 0.149720974547434 0.0684603272403642 0.0796178343949045 0.0529590891036674 0.0137268359643102 0.0344392147859029 0.0542770299609205 0.0545305825683904 0.146229371213704 0.124413819504259 0.148468079362937 0.0888776028440833 0.183928458172132
"hay" 0.110601990835835 0.0668493883280968 0.162039537647186 0.0594025797691785 0.0416319733555371 0.223012476643964 0.129304478018239 0.177996850824947 0.262738853503185 0 0.137268359643102 0 0.162831089882762 0.199945469417432 0.181045888169348 0.124413819504259 0.209205020920502 0.222194007110208 0.14587429441238
"tanto" 0.150102701848633 0.147068654321813 0.108026358431457 0.186693822131704 0.131834582292534 0.114519920438792 0.0884714849598476 0.123228589032656 0.0796178343949045 0.112538064345293 0.0960878517501716 0.19515555045345 0.097698653929657 0.163591747705171 0.11141285425806 0.143554407120299 0.128222432177082 0.0888776028440833 0.114162491279254
"cómo" 0.173803128456312 0.0534795106624774 0.0864210867451658 0.246096401900883 0.284485151262837 0.132602013139654 0.0952769838029128 0.198534948997056 0.0477707006369427 0 0.0686341798215511 0.183675812191482 0.097698653929657 0.118149595564846 0.0487431237379013 0.162694994736338 0.148468079362937 0.133316404266125 0.126847212532505
"ver" 0.126402275240954 0.220602981482719 0.270065896078643 0.110319076714189 0.152650568970303 0.162738834307757 0.0544439907445216 0.0889984254124735 0.111464968152866 0.145637495035085 0.0549073438572409 0.0344392147859029 0.0759878419452888 0.145414886849041 0.104449550866931 0.0765623504641593 0.141719530300985 0.146013204672423 0.0951354093993785
"fin" 0.260704692684468 0.0869042048265258 0.0864210867451658 0.00848608282416836 0.0693866222592284 0.102465191971551 0.197359466448891 0.082152392688437 0.143312101910828 0.12577783662121 0.123541523678792 0.19515555045345 0.108554059921841 0.145414886849041 0.181045888169348 0.0669920566561393 0.128222432177082 0.0698324022346369 0.158559015665631
"gran" 0.0948017064307158 0.173808409653052 0.108026358431457 0.0678886625933469 0.0624479600333056 0.144656741606895 0.0816659861167824 0.0616142945163278 0.0875796178343949 0.0794386336555011 0.370624571036376 0.367351624382964 0.130264871906209 0.0999727347087158 0.125339461040318 0.0957029380801991 0.114725334053179 0.139664804469274 0.164901376292256
