"Cervantes_GallardoEspanol" "Cervantes_Numancia" "Cervantes_Tratos" "Duda_Jerusalem" "JCueva_Infamador" "Virues_Atila"
"cautivo" 0.0361641854017238 0 0.0342301636201821 0 0 0.0191405876160398
"christiano" 0 0 0 0 0 0
"ciertas" 0 0.0136109976861304 0.0136920654480728 0.00634236062662523 0 0
"codicia" 0 0 0 0.00634236062662523 0 0
"colcos" 0 0 0 0 0 0
"condición" 0.0180820927008619 0.0204164965291956 0.0479222290682549 0.0253694425065009 0.00796178343949045 0.00957029380801991
"confío" 0.00602736423362064 0 0.00684603272403642 0.0126847212532505 0.0159235668789809 0.0191405876160398
"confusión" 0.0180820927008619 0 0 0 0 0.0191405876160398
"considera" 0 0.0068054988430652 0.00684603272403642 0 0 0
"costa" 0.00602736423362064 0.0136109976861304 0.0136920654480728 0 0 0
"cuidados" 0.0120547284672413 0 0.0136920654480728 0.0126847212532505 0 0.00957029380801991
"cuitado" 0 0 0 0.00634236062662523 0 0.00957029380801991
"cumplida" 0 0.0136109976861304 0 0.0126847212532505 0.0159235668789809 0.00957029380801991
"cuyas" 0 0.0136109976861304 0 0 0 0
"dad" 0 0.0204164965291956 0 0.00634236062662523 0 0
"deben" 0 0 0 0 0 0
"debida" 0 0 0.00684603272403642 0 0.0159235668789809 0
"deje" 0 0.0136109976861304 0 0.0190270818798757 0.0318471337579618 0.00957029380801991
"dejes" 0.0120547284672413 0.0068054988430652 0 0 0.00796178343949045 0
"deseas" 0.00602736423362064 0.0136109976861304 0.00684603272403642 0.0126847212532505 0.00796178343949045 0
"detiene" 0.0120547284672413 0.0136109976861304 0 0.00634236062662523 0.0159235668789809 0
"dexando" 0 0 0 0 0 0
"digna" 0 0.0068054988430652 0.00684603272403642 0 0.00796178343949045 0.0287108814240597
"discurso" 0.0120547284672413 0 0 0.0126847212532505 0.00796178343949045 0
"dizes" 0 0 0 0 0 0
"embajada" 0.0120547284672413 0.0204164965291956 0 0.0887930487727532 0.0159235668789809 0.00957029380801991
"enciende" 0.0120547284672413 0.0068054988430652 0.00684603272403642 0 0.0159235668789809 0.00957029380801991
"entrada" 0 0.0068054988430652 0 0.00634236062662523 0.0557324840764331 0.00957029380801991
"escura" 0.0120547284672413 0.0272219953722608 0 0 0 0.00957029380801991
"estados" 0 0 0 0.00634236062662523 0 0
"feo" 0.00602736423362064 0.0136109976861304 0.0136920654480728 0 0 0
"fiereza" 0 0 0 0.00634236062662523 0.0238853503184713 0.0191405876160398
"fiesta" 0.0180820927008619 0 0.00684603272403642 0.0126847212532505 0.00796178343949045 0.00957029380801991
"fortaleza" 0.00602736423362064 0.0068054988430652 0 0.0317118031331262 0 0.00957029380801991
"gozos" 0 0 0 0 0 0.00957029380801991
"gracia" 0.00602736423362064 0 0.0136920654480728 0.0190270818798757 0 0.00957029380801991
"hambre" 0.0482189138689651 0.231386960664217 0.0410761963442185 0.0253694425065009 0 0.0191405876160398
"harás" 0.0241094569344826 0.0068054988430652 0 0.0126847212532505 0 0.00957029380801991
"haziendo" 0 0 0 0 0 0
"honesto" 0.00602736423362064 0 0.0136920654480728 0 0.00796178343949045 0
"hubo" 0.00602736423362064 0 0.00684603272403642 0 0.00796178343949045 0.00957029380801991
"imagino" 0.0301368211681032 0.0068054988430652 0.0136920654480728 0.0126847212532505 0 0
"ingrata" 0.0180820927008619 0 0 0 0 0
"juramento" 0 0 0 0 0.0159235668789809 0
"largo" 0 0.0272219953722608 0.00684603272403642 0.00634236062662523 0 0.0669920566561393
"letra" 0 0 0 0 0 0
"malos" 0 0 0 0 0 0
"mandó" 0 0 0.00684603272403642 0.00634236062662523 0.00796178343949045 0
"manso" 0.0120547284672413 0 0.00684603272403642 0.0126847212532505 0 0
"merope" 0 0 0 0 0 0
"mesmo" 0.00602736423362064 0.0136109976861304 0.0136920654480728 0 0.0238853503184713 0
"milagro" 0.0180820927008619 0 0 0.0317118031331262 0.00796178343949045 0.00957029380801991
"mísera" 0 0.0068054988430652 0.00684603272403642 0 0 0
"mitad" 0.0301368211681032 0.0136109976861304 0 0.00634236062662523 0 0.00957029380801991
"mostrado" 0.00602736423362064 0.0136109976861304 0 0.0253694425065009 0 0
"mudanza" 0 0.0068054988430652 0.0205380981721093 0.00634236062662523 0.00796178343949045 0.00957029380801991
"muralla" 0.0180820927008619 0.0408329930583912 0.00684603272403642 0.0126847212532505 0 0.00957029380801991
"murió" 0 0.0204164965291956 0.0136920654480728 0 0 0.00957029380801991
"nilo" 0 0 0 0 0 0
"ningún" 0.0241094569344826 0.0136109976861304 0.0205380981721093 0.0126847212532505 0 0.00957029380801991
"nubes" 0.00602736423362064 0 0 0 0 0
"odiosa" 0 0 0 0 0 0
"ofrezco" 0.0301368211681032 0.0204164965291956 0 0.0190270818798757 0 0
"orbe" 0 0.0068054988430652 0 0 0 0
"osado" 0.00602736423362064 0.0204164965291956 0 0 0.00796178343949045 0.00957029380801991
"oyendo" 0 0 0.00684603272403642 0 0.0238853503184713 0
"parto" 0.00602736423362064 0 0.00684603272403642 0.0253694425065009 0 0.00957029380801991
"pensar" 0.0180820927008619 0.0136109976861304 0.00684603272403642 0.0126847212532505 0 0.00957029380801991
"plata" 0.00602736423362064 0 0 0.00634236062662523 0 0
"presteza" 0 0.0068054988430652 0.00684603272403642 0.0126847212532505 0.0159235668789809 0
"prisa" 0 0 0 0 0 0
"promete" 0.0120547284672413 0.0136109976861304 0.00684603272403642 0.00634236062662523 0.0238853503184713 0.00957029380801991
"puedan" 0 0 0 0 0 0
"puestos" 0 0 0 0 0 0
"quejas" 0.0120547284672413 0 0 0 0.0318471337579618 0
"querría" 0.00602736423362064 0 0 0.0126847212532505 0 0.0287108814240597
"rato" 0.00602736423362064 0.0204164965291956 0.00684603272403642 0 0 0.00957029380801991
"reparo" 0.00602736423362064 0 0 0 0 0
"repr" 0 0 0 0 0 0
"responde" 0.0120547284672413 0.0136109976861304 0.00684603272403642 0.00634236062662523 0.00796178343949045 0
"resta" 0 0 0 0 0.0238853503184713 0
"sabrás" 0.00602736423362064 0.0136109976861304 0.00684603272403642 0 0.0398089171974522 0.00957029380801991
"saca" 0 0.0068054988430652 0 0.0190270818798757 0 0
"salgo" 0.00602736423362064 0 0 0 0 0
"salió" 0.0421915496353445 0 0 0 0.00796178343949045 0.00957029380801991
"sano" 0.0180820927008619 0.0068054988430652 0.0342301636201821 0.0126847212532505 0.00796178343949045 0
"satisfaga" 0 0 0 0 0.00796178343949045 0.00957029380801991
"sed" 0.00602736423362064 0 0.0273841308961457 0 0 0.0957029380801991
"servicios" 0 0 0.00684603272403642 0 0 0
"sucedido" 0 0 0 0.0126847212532505 0.0398089171974522 0
"supo" 0 0 0.0136920654480728 0.0126847212532505 0 0
"tigre" 0 0 0.00684603272403642 0.00634236062662523 0.00796178343949045 0.0287108814240597
"tiranos" 0 0.0136109976861304 0 0 0.00796178343949045 0
"tomo" 0 0.0068054988430652 0 0 0 0.00957029380801991
"traydor" 0 0 0 0 0 0
"tronco" 0.00602736423362064 0 0 0 0 0
"turba" 0 0 0 0.0126847212532505 0 0
"vaso" 0 0.0068054988430652 0 0 0.0159235668789809 0
"verdugo" 0 0.0068054988430652 0 0 0 0
"vergüenza" 0 0.0204164965291956 0.00684603272403642 0 0.00796178343949045 0
"vete" 0 0.0068054988430652 0 0.00634236062662523 0.0398089171974522 0.0287108814240597
"via" 0 0 0 0 0 0
"vicios" 0 0 0.00684603272403642 0 0 0
"vimos" 0 0 0 0 0 0.00957029380801991
"vine" 0.0180820927008619 0 0 0 0.0238853503184713 0
"viste" 0.00602736423362064 0.0068054988430652 0 0.0126847212532505 0.00796178343949045 0.0191405876160398
"vivas" 0 0.0204164965291956 0 0 0.00796178343949045 0.00957029380801991
"vosotras" 0 0 0 0 0 0
"abrasa" 0.00602736423362064 0.0068054988430652 0.0136920654480728 0.00634236062662523 0.00796178343949045 0
"acabe" 0.00602736423362064 0.034027494215326 0.00684603272403642 0.0126847212532505 0.0238853503184713 0
"admiración" 0 0 0 0 0 0
"afuera" 0 0.0136109976861304 0.00684603272403642 0.00634236062662523 0 0.00957029380801991
"aires" 0 0 0.00684603272403642 0 0 0
"alegría" 0.00602736423362064 0 0.0205380981721093 0.0190270818798757 0.00796178343949045 0.0191405876160398
"ana" 0 0 0 0 0 0
"ansia" 0 0.0068054988430652 0.00684603272403642 0 0.0238853503184713 0
"aparte" 0 0.0068054988430652 0 0.00634236062662523 0.0238853503184713 0
"aprieto" 0.0120547284672413 0 0.00684603272403642 0.0317118031331262 0.00796178343949045 0
"árboles" 0 0 0 0 0 0
"ardiendo" 0 0.0068054988430652 0.00684603272403642 0 0.00796178343949045 0.0191405876160398
"ardientes" 0 0.0068054988430652 0 0.00634236062662523 0 0.00957029380801991
"armado" 0.00602736423362064 0 0.0136920654480728 0.0190270818798757 0 0.0191405876160398
"beber" 0 0.0068054988430652 0.00684603272403642 0 0 0
"cansado" 0.0120547284672413 0.0068054988430652 0.00684603272403642 0.00634236062662523 0.00796178343949045 0.00957029380801991
"carcel" 0 0 0 0 0 0
"casto" 0 0 0.0136920654480728 0 0.0477707006369427 0
"caudal" 0 0 0.00684603272403642 0.00634236062662523 0 0.00957029380801991
"cautela" 0.00602736423362064 0 0.00684603272403642 0 0 0
"césar" 0 0 0 0 0 0
"ciegos" 0 0 0.0136920654480728 0 0 0
"conoces" 0 0 0.0136920654480728 0.00634236062662523 0.0159235668789809 0
"consejeros" 0 0 0 0 0 0
"consigo" 0.0120547284672413 0.0068054988430652 0 0 0.00796178343949045 0
"contentos" 0.00602736423362064 0.0068054988430652 0.00684603272403642 0 0 0
"crece" 0.00602736423362064 0 0.00684603272403642 0 0 0.00957029380801991
"cruz" 0 0 0.0205380981721093 0.0126847212532505 0 0
"cuitas" 0.00602736423362064 0 0 0 0 0
"darás" 0 0 0.00684603272403642 0 0.00796178343949045 0
"daremos" 0 0.0068054988430652 0 0 0 0
"desengaño" 0 0 0 0.00634236062662523 0 0.00957029380801991
"diera" 0.00602736423362064 0 0.00684603272403642 0 0.0159235668789809 0.00957029380801991
"dieron" 0.0180820927008619 0.0068054988430652 0.0205380981721093 0.00634236062662523 0.0159235668789809 0.0191405876160398
"digas" 0.0120547284672413 0 0 0.00634236062662523 0.00796178343949045 0.0191405876160398
"doce" 0 0 0.00684603272403642 0 0 0
"donaire" 0 0.0068054988430652 0.0136920654480728 0.0126847212532505 0.0159235668789809 0.0191405876160398
"duerme" 0 0 0 0 0.00796178343949045 0
"efeto" 0.00602736423362064 0.0068054988430652 0 0.0126847212532505 0.0159235668789809 0.00957029380801991
"entrambos" 0 0.0068054988430652 0.0136920654480728 0 0 0
"esclavo" 0.0361641854017238 0 0.082152392688437 0.0126847212532505 0 0.00957029380801991
"esconde" 0.00602736423362064 0 0 0.0126847212532505 0 0.0191405876160398
"ése" 0.0180820927008619 0 0.00684603272403642 0 0.0159235668789809 0.00957029380801991
"esfuerza" 0 0.0068054988430652 0 0.0253694425065009 0.0159235668789809 0.00957029380801991
"esperando" 0.0120547284672413 0.0068054988430652 0 0.0126847212532505 0.00796178343949045 0.00957029380801991
"esperanzas" 0 0.0136109976861304 0 0.00634236062662523 0 0.0287108814240597
"estrecha" 0 0.0136109976861304 0 0 0.00796178343949045 0
"excelso" 0 0 0 0 0 0
"firmeza" 0 0 0.00684603272403642 0 0 0.00957029380801991
"flecha" 0 0 0.0136920654480728 0 0 0.00957029380801991
"flor" 0.0180820927008619 0 0 0.0190270818798757 0.00796178343949045 0
"forma" 0 0.0136109976861304 0.00684603272403642 0 0.0238853503184713 0
"fuegos" 0 0 0.00684603272403642 0 0 0
"ganar" 0 0 0 0 0 0
"glorias" 0.00602736423362064 0 0 0 0 0
"gozar" 0 0.0136109976861304 0.0273841308961457 0 0.0398089171974522 0.0287108814240597
"habemos" 0.00602736423362064 0.0136109976861304 0.00684603272403642 0 0.00796178343949045 0
"hemos" 0 0.0204164965291956 0.00684603272403642 0.0126847212532505 0.0238853503184713 0
"heridas" 0.00602736423362064 0 0 0 0 0
"horas" 0.0180820927008619 0.0204164965291956 0.0136920654480728 0 0 0.00957029380801991
"iglesia" 0 0 0.0342301636201821 0.00634236062662523 0 0
"intentos" 0.0120547284672413 0.0272219953722608 0 0.0190270818798757 0.00796178343949045 0
"interés" 0 0 0.0136920654480728 0.00634236062662523 0.00796178343949045 0
"iré" 0 0 0 0.00634236062662523 0.00796178343949045 0
"joven" 0 0.0204164965291956 0 0 0 0
"lazos" 0 0 0.00684603272403642 0.00634236062662523 0 0.00957029380801991
"lidia" 0 0 0 0.00634236062662523 0 0
"liga" 0.00602736423362064 0 0 0.00634236062662523 0.00796178343949045 0
"llave" 0 0 0.00684603272403642 0.00634236062662523 0 0
"llevo" 0.0180820927008619 0 0.0205380981721093 0 0 0
"maldades" 0 0 0.00684603272403642 0 0.00796178343949045 0
"martín" 0.0542462781025857 0 0 0 0 0
"mata" 0 0.0204164965291956 0.00684603272403642 0.0126847212532505 0 0.0191405876160398
"matas" 0 0 0.00684603272403642 0.00634236062662523 0 0
"merlín" 0 0 0 0 0 0
"miro" 0.0120547284672413 0 0 0 0 0.00957029380801991
"misericordia" 0.00602736423362064 0.0068054988430652 0.0342301636201821 0.00634236062662523 0 0.0191405876160398
"nace" 0.0120547284672413 0 0.0136920654480728 0 0 0
"necesidad" 0.00602736423362064 0 0.0684603272403642 0 0.00796178343949045 0
"notable" 0 0 0 0 0.00796178343949045 0.0478514690400995
"novedad" 0.00602736423362064 0 0 0 0 0
"obediencia" 0 0 0.00684603272403642 0.00634236062662523 0 0
"ordinario" 0.00602736423362064 0 0 0 0 0
"oyes" 0.00602736423362064 0.0068054988430652 0 0 0 0.00957029380801991
"paréceme" 0.00602736423362064 0.0204164965291956 0 0.0126847212532505 0.00796178343949045 0
"parís" 0 0 0 0 0 0
"partida" 0.0120547284672413 0 0.00684603272403642 0 0 0
"pascual" 0 0 0 0 0 0
"pedazos" 0.00602736423362064 0.0068054988430652 0 0 0.00796178343949045 0.00957029380801991
"perra" 0 0 0.0273841308961457 0.00634236062662523 0 0
"pesa" 0.0241094569344826 0.0068054988430652 0.00684603272403642 0.00634236062662523 0 0
"piden" 0.0180820927008619 0.0136109976861304 0.0136920654480728 0 0 0
"pon" 0 0 0.00684603272403642 0.0253694425065009 0.0159235668789809 0
"primera" 0.0241094569344826 0.0136109976861304 0.0273841308961457 0.0126847212532505 0 0.00957029380801991
"príncipes" 0 0 0.00684603272403642 0 0 0
"procure" 0 0 0.00684603272403642 0 0 0.00957029380801991
"querellas" 0.00602736423362064 0.0136109976861304 0 0 0 0
"quietud" 0 0 0 0.0126847212532505 0.00796178343949045 0
"rebeldes" 0 0.0068054988430652 0 0 0 0
"regalo" 0 0.0068054988430652 0.00684603272403642 0.00634236062662523 0.0398089171974522 0
"resplandor" 0 0 0 0 0 0
"rienda" 0.0120547284672413 0.0068054988430652 0 0 0 0
"roque" 0 0 0 0 0 0
"sacra" 0 0.0068054988430652 0.00684603272403642 0 0 0
"sacrificio" 0 0.0408329930583912 0 0 0 0
"saldrá" 0.00602736423362064 0.0136109976861304 0 0.0126847212532505 0 0.00957029380801991
"seáis" 0 0.0068054988430652 0.00684603272403642 0 0 0
"sentidos" 0.00602736423362064 0 0.00684603272403642 0 0 0
"simple" 0.0180820927008619 0.0068054988430652 0.00684603272403642 0 0 0
"singular" 0 0.0136109976861304 0 0 0 0
"sirve" 0.00602736423362064 0.0068054988430652 0 0.0126847212532505 0.00796178343949045 0
"soberbia" 0.00602736423362064 0.0408329930583912 0 0.0126847212532505 0 0.0287108814240597
"soledad" 0 0 0 0.00634236062662523 0 0
"solos" 0.0120547284672413 0.0068054988430652 0.00684603272403642 0.00634236062662523 0 0
"sucesos" 0.00602736423362064 0 0 0 0 0
"tarda" 0.0180820927008619 0.0068054988430652 0 0 0 0
"tardes" 0.00602736423362064 0.0068054988430652 0 0.00634236062662523 0 0.00957029380801991
"templos" 0 0.0136109976861304 0 0 0.00796178343949045 0
"thesoro" 0 0 0 0 0 0
"toque" 0 0 0.0205380981721093 0 0 0
"trofeos" 0 0.0068054988430652 0 0 0 0
"uso" 0.00602736423362064 0 0 0 0 0
"valer" 0 0.0068054988430652 0 0 0 0.00957029380801991
"valga" 0.0180820927008619 0 0 0 0 0
"vario" 0 0 0 0 0 0
"vengan" 0.00602736423362064 0.0068054988430652 0 0 0 0
"vengar" 0 0 0 0 0.00796178343949045 0
"veréis" 0.0120547284672413 0.0476384919014564 0 0.00634236062662523 0.00796178343949045 0.00957029380801991
"veros" 0 0.0136109976861304 0 0 0 0
"veyón" 0 0 0 0 0 0
"vicio" 0.00602736423362064 0.0272219953722608 0.00684603272403642 0 0.00796178343949045 0.0191405876160398
"virgen" 0.00602736423362064 0 0.102690490860546 0.0126847212532505 0.0796178343949045 0
"viuda" 0 0.0068054988430652 0 0.00634236062662523 0.0159235668789809 0
"yace" 0.00602736423362064 0.0272219953722608 0 0 0 0
"abajo" 0.00602736423362064 0 0.0136920654480728 0.00634236062662523 0.00796178343949045 0
"abierto" 0.0180820927008619 0.0136109976861304 0.0136920654480728 0 0.00796178343949045 0
"adversa" 0.00602736423362064 0.0068054988430652 0 0 0 0
"alcanzar" 0.00602736423362064 0 0.0410761963442185 0 0.00796178343949045 0.00957029380801991
"antigua" 0.00602736423362064 0.0068054988430652 0 0 0 0
"aquélla" 0.0241094569344826 0 0 0 0 0
"arganto" 0 0 0 0 0 0
"áspera" 0 0.0068054988430652 0 0.00634236062662523 0 0.0191405876160398
"audiencia" 0 0.0068054988430652 0 0.0190270818798757 0.00796178343949045 0
"banda" 0.00602736423362064 0.0068054988430652 0 0.00634236062662523 0.00796178343949045 0
"banderas" 0 0.0204164965291956 0 0.0126847212532505 0 0.0669920566561393
"bárbara" 0 0.0068054988430652 0.00684603272403642 0.0126847212532505 0 0
"belo" 0 0 0 0 0 0
"beraldo" 0 0 0 0 0 0
"caballeros" 0.0120547284672413 0 0.0136920654480728 0.0190270818798757 0 0
"caído" 0.0120547284672413 0.0068054988430652 0.00684603272403642 0 0 0
"calle" 0.0120547284672413 0.0272219953722608 0.00684603272403642 0 0.0557324840764331 0.0191405876160398
"cano" 0 0 0 0 0 0
"cantar" 0 0.0068054988430652 0 0 0 0
"causas" 0.0120547284672413 0.0068054988430652 0 0 0 0.0287108814240597
"cautiva" 0.0421915496353445 0 0.0136920654480728 0.0253694425065009 0 0.0382811752320796
"cayó" 0 0 0 0 0 0.00957029380801991
"ciencia" 0 0.0204164965291956 0.0205380981721093 0.0253694425065009 0 0
"concierto" 0.00602736423362064 0.0204164965291956 0.00684603272403642 0 0.00796178343949045 0.00957029380801991
"confianza" 0 0.0136109976861304 0.0205380981721093 0.0443965243863766 0.0159235668789809 0.0191405876160398
"conocida" 0.00602736423362064 0 0 0.0190270818798757 0 0
"consorte" 0 0.0136109976861304 0 0 0 0
"constantino" 0 0 0 0 0 0
"contrarios" 0 0.0204164965291956 0 0.00634236062662523 0.00796178343949045 0
"cordura" 0.0180820927008619 0.0408329930583912 0.00684603272403642 0.0190270818798757 0 0.0287108814240597
"corriente" 0 0 0 0.0126847212532505 0.00796178343949045 0
"cuánta" 0.00602736423362064 0.0136109976861304 0 0 0 0
"cuesta" 0.00602736423362064 0.0136109976861304 0.0205380981721093 0.0126847212532505 0 0
"curso" 0.0180820927008619 0.0068054988430652 0.00684603272403642 0 0 0.0191405876160398
"daga" 0 0.0136109976861304 0 0.00634236062662523 0.00796178343949045 0
"dais" 0.00602736423362064 0.0272219953722608 0.0136920654480728 0 0 0.00957029380801991
"decía" 0 0 0 0 0 0.00957029380801991
"decís" 0.00602736423362064 0 0.0136920654480728 0.0126847212532505 0 0.00957029380801991
"defender" 0.0120547284672413 0 0 0.00634236062662523 0 0
"defienda" 0.00602736423362064 0.0068054988430652 0 0 0 0.00957029380801991
"dejad" 0.00602736423362064 0 0.0136920654480728 0.00634236062662523 0 0.00957029380801991
"dejemos" 0 0 0 0 0.00796178343949045 0.0191405876160398
"dejo" 0.00602736423362064 0.0068054988430652 0.00684603272403642 0.0190270818798757 0.0159235668789809 0
"desconsuelo" 0.00602736423362064 0 0.0136920654480728 0 0 0
"descubrir" 0 0 0.00684603272403642 0 0 0
"descuido" 0.00602736423362064 0.0136109976861304 0 0.00634236062662523 0 0
"desdenes" 0 0 0 0 0 0
"deseada" 0 0 0.00684603272403642 0.00634236062662523 0 0
"desnudo" 0.00602736423362064 0.0068054988430652 0.0136920654480728 0 0 0
"destas" 0.0180820927008619 0.0272219953722608 0.00684603272403642 0 0 0
"diez" 0.0241094569344826 0 0.0205380981721093 0.0126847212532505 0 0
"dignamente" 0 0 0 0 0 0
"diosa" 0 0.0068054988430652 0.00684603272403642 0.0126847212532505 0.119426751592357 0
"dueño" 0 0.0068054988430652 0 0.00634236062662523 0.00796178343949045 0
"encubre" 0.0180820927008619 0 0 0.0126847212532505 0 0
"encuentro" 0.00602736423362064 0 0 0.00634236062662523 0.00796178343949045 0
"engaños" 0 0.0068054988430652 0.00684603272403642 0 0.00796178343949045 0
"entrego" 0.0241094569344826 0 0 0 0.00796178343949045 0.00957029380801991
"eran" 0.00602736423362064 0 0.00684603272403642 0.00634236062662523 0.00796178343949045 0
"esclava" 0.00602736423362064 0.0068054988430652 0.0684603272403642 0.00634236062662523 0 0.0669920566561393
"espadas" 0 0.034027494215326 0 0.0190270818798757 0.00796178343949045 0
"estruendo" 0.00602736423362064 0.0136109976861304 0 0.0126847212532505 0 0
"excede" 0.00602736423362064 0 0 0 0.00796178343949045 0
"faltar" 0.00602736423362064 0.0136109976861304 0 0.00634236062662523 0 0
"favorable" 0 0 0 0 0.0159235668789809 0
"fernando" 0.301368211681032 0.0068054988430652 0.00684603272403642 0 0 0
"firma" 0 0 0 0 0 0
"francés" 0 0 0 0.0126847212532505 0 0
"fueran" 0 0 0 0 0 0
"galalón" 0 0 0 0 0 0
"graves" 0.00602736423362064 0 0.0205380981721093 0 0 0
"guardando" 0.00602736423362064 0 0.00684603272403642 0 0 0
"hable" 0 0.0136109976861304 0.00684603272403642 0 0.00796178343949045 0.0191405876160398
"hacia" 0.0120547284672413 0.0204164965291956 0.0136920654480728 0.0190270818798757 0 0.00957029380801991
"hagas" 0 0.0136109976861304 0.0205380981721093 0.0126847212532505 0.0477707006369427 0.00957029380801991
"halló" 0.0180820927008619 0 0.00684603272403642 0 0 0
"hare" 0 0 0 0 0 0
"hazes" 0 0 0 0 0 0
"heredero" 0 0 0 0 0 0
"hidalgo" 0.0301368211681032 0 0 0 0 0
"hielo" 0 0 0 0 0 0.0382811752320796
"hombros" 0.00602736423362064 0 0 0.00634236062662523 0 0
"honras" 0 0 0 0 0 0
"id" 0 0.0068054988430652 0 0.00634236062662523 0.0238853503184713 0
"imperio" 0 0.0136109976861304 0 0 0 0.00957029380801991
"industria" 0.0180820927008619 0.0272219953722608 0.0205380981721093 0.0317118031331262 0.0159235668789809 0
"infernal" 0 0.0068054988430652 0.00684603272403642 0 0.00796178343949045 0
"inmensa" 0.00602736423362064 0 0 0 0.00796178343949045 0.0191405876160398
"inocencia" 0 0 0 0 0.0159235668789809 0
"instante" 0.00602736423362064 0.0136109976861304 0 0.0190270818798757 0.00796178343949045 0
"jesús" 0.00602736423362064 0 0.0136920654480728 0.0190270818798757 0 0
"juego" 0.0120547284672413 0.0204164965291956 0.00684603272403642 0 0 0
"juicio" 0.00602736423362064 0 0 0 0.00796178343949045 0
"juno" 0 0 0 0 0.00796178343949045 0
"júpiter" 0 0.0748604872737172 0 0 0.00796178343949045 0.00957029380801991
"justas" 0 0 0.00684603272403642 0.0126847212532505 0 0
"leones" 0 0 0 0 0 0.0287108814240597
"libres" 0 0.034027494215326 0.00684603272403642 0 0 0
"llaman" 0.00602736423362064 0 0 0.00634236062662523 0.0159235668789809 0
"llevas" 0 0.0068054988430652 0.0136920654480728 0.0126847212532505 0 0.00957029380801991
"lloroso" 0 0.0068054988430652 0 0 0.00796178343949045 0
"mandar" 0.0120547284672413 0 0 0 0.00796178343949045 0.00957029380801991
"mandaste" 0 0 0 0 0.0238853503184713 0.00957029380801991
"marfisa" 0 0 0 0 0 0
"mármol" 0 0 0 0 0.00796178343949045 0
"matar" 0.00602736423362064 0.0068054988430652 0.0205380981721093 0.00634236062662523 0.0159235668789809 0
"merecido" 0.00602736423362064 0.0068054988430652 0 0 0 0
"molesto" 0 0.0136109976861304 0.00684603272403642 0.0126847212532505 0 0
"monarquía" 0 0.0068054988430652 0 0 0 0
"montano" 0 0 0 0 0 0
"mostraba" 0 0 0 0.0126847212532505 0 0.0191405876160398
"mover" 0 0.0204164965291956 0.0136920654480728 0.0190270818798757 0.00796178343949045 0
"muertos" 0 0.0612494895875868 0.0205380981721093 0 0.00796178343949045 0
"muestran" 0.0180820927008619 0.0204164965291956 0.00684603272403642 0.0126847212532505 0 0
"música" 0 0 0 0 0 0
"niega" 0.00602736423362064 0 0.0136920654480728 0.00634236062662523 0.00796178343949045 0
"niego" 0.00602736423362064 0 0.0136920654480728 0.00634236062662523 0 0
"noticia" 0.00602736423362064 0.0068054988430652 0 0 0.00796178343949045 0
"obediente" 0.00602736423362064 0 0 0 0.00796178343949045 0
"occasión" 0 0 0 0 0 0
"ocultos" 0 0 0 0 0 0
"pagas" 0 0 0 0 0 0
"pasado" 0.00602736423362064 0.0136109976861304 0.0136920654480728 0.0126847212532505 0.0238853503184713 0.0191405876160398
"pastores" 0 0 0 0 0 0
"peñas" 0 0 0 0 0.00796178343949045 0
"permite" 0 0 0.00684603272403642 0.00634236062662523 0.00796178343949045 0
"pesares" 0 0 0 0 0 0
"pese" 0.0241094569344826 0 0 0 0.00796178343949045 0
"pierde" 0.0120547284672413 0 0.00684603272403642 0 0 0
"pleito" 0 0 0 0 0 0
"podra" 0 0 0 0 0 0
"popa" 0.0120547284672413 0 0 0 0 0.00957029380801991
"potencia" 0 0.0068054988430652 0.00684603272403642 0.0126847212532505 0 0.0191405876160398
"presta" 0.00602736423362064 0.0476384919014564 0.0136920654480728 0.0126847212532505 0.0318471337579618 0
"probar" 0.00602736423362064 0.0136109976861304 0 0 0 0.0191405876160398
"procede" 0 0 0 0 0 0
"procuro" 0.00602736423362064 0 0.00684603272403642 0 0 0
"público" 0 0 0.00684603272403642 0 0 0
"pudiese" 0.0180820927008619 0 0 0 0 0.00957029380801991
"puertas" 0 0 0 0.0190270818798757 0 0.0191405876160398
"queridos" 0 0 0 0 0 0
"quieren" 0.0241094569344826 0.0068054988430652 0.00684603272403642 0.00634236062662523 0 0
"rama" 0 0 0 0 0 0
"rara" 0.0120547284672413 0.0068054988430652 0 0.0126847212532505 0.0159235668789809 0.00957029380801991
"regalado" 0 0 0 0 0 0
"región" 0 0.0272219953722608 0.0136920654480728 0 0 0
"resolución" 0.00602736423362064 0.0068054988430652 0.00684603272403642 0.00634236062662523 0 0
"reynado" 0 0 0 0 0 0
"riquezas" 0 0.0272219953722608 0.0205380981721093 0.0126847212532505 0 0
"rompe" 0 0.0068054988430652 0 0.00634236062662523 0 0.00957029380801991
"ropa" 0.00602736423362064 0.0068054988430652 0.0136920654480728 0.00634236062662523 0.00796178343949045 0.00957029380801991
"salid" 0 0 0 0 0 0
"secretos" 0 0 0 0 0 0
"seis" 0.0301368211681032 0.0136109976861304 0.0136920654480728 0 0 0.0191405876160398
"selva" 0 0 0 0 0 0
"semblante" 0 0 0 0.00634236062662523 0 0
"semejante" 0.0120547284672413 0 0 0.0190270818798757 0.0159235668789809 0
"sentir" 0.00602736423362064 0 0 0.00634236062662523 0 0
"seréis" 0.0120547284672413 0.0068054988430652 0 0 0 0
"servirte" 0.0241094569344826 0 0 0 0.0318471337579618 0
