"ne0012" "ne0013" "ne0014" "ne0015" "ne0016" "ne0017" "ne0018" "ne0020" "ne0021" "ne0022" "ne0023" "ne0025" "ne0030" "ne0033" "ne0035" "ne0036" "ne0037"
"voz" 0.14924829820538 0.210930009587728 0.116076610562972 0.236884495120179 0.251363782222698 0.201946975973488 0.302841734080066 0.337345003646973 0.197597217831173 0.223450069066385 0.0798881565807869 0.195950359242325 0.067874699191674 0.074360302221514 0.0728240956726557 0.0568772432188597 0.147993383825194
"todo" 0.189290524553165 0.115052732502397 0.165185945801152 0.0852784182432646 0.171141298534603 0.113918806959403 0.10371292263016 0.150437636761488 0.110654441985457 0.121881855854392 0.275614140203715 0.157848900500762 0.0946132170550608 0.104901140633922 0.145648191345311 0.170631729656579 0.0609384521633151
"bajo" 0.061883440719304 0.11025886864813 0.12947006562793 0.138972237137172 0.16044496737619 0.201946975973488 0.132752540966604 0.227935813274982 0.185741384761303 0.190948240838547 0.235670061913321 0.16873503156978 0.121351734918448 0.0982618279355721 0.0739619721675409 0.0823739384549003 0.278575781318012
"son" 0.0436824287430381 0.100671140939597 0.0669672753247913 0.0505353589589716 0.0855706492673013 0.139809444904722 0.128604024061398 0.150437636761488 0.134366108125198 0.0975054846835134 0.347513481126423 0.0870890485521446 0.100783644254304 0.11950762857029 0.120614908457836 0.188283287896915 0.252459301819448
"había" 0.196570929343672 0.24928092042186 0.138399035671235 0.180032216291336 0.192533960851428 0.113918806959403 0.228168429786351 0.12764405543399 0.138318052481821 0.170634598196149 0.11983223487118 0.16873503156978 0.0719883173245028 0.0584259517454753 0.0989952550550163 0.113754486437719 0.00870549316618786
"todos" 0.0800844526955699 0.100671140939597 0.0937541854547078 0.126338397397429 0.0855706492673013 0.113918806959403 0.0788218211989214 0.196024799416484 0.181789440404679 0.219387340537905 0.11983223487118 0.0870890485521446 0.0925564079886464 0.150048466982698 0.124028537942492 0.125522191931277 0.104465917994254
"tiempo" 0.163809107786393 0.239693192713327 0.205366310996027 0.142130697072108 0.149748636217777 0.19159072079536 0.199128811449907 0.191466083150985 0.213404995257667 0.14219549849679 0.199720391451967 0.141519703897235 0.0514202266603591 0.0703767146025043 0.0500665657749508 0.0902190754506051 0.147993383825194
"manos" 0.127407083833861 0.321188878235858 0.156256975757846 0.214775275575629 0.213926623168253 0.119096934548467 0.145198091682224 0.12308533916849 0.154125829908315 0.130007312911351 0.00798881565807869 0.234051817983889 0.0781587445237459 0.0889667901578828 0.0819271076317376 0.103948065193088 0.0957604248280665
"mano" 0.105565869462342 0.143815915627996 0.089289700433055 0.227409115315372 0.149748636217777 0.0880281690140845 0.128604024061398 0.154996353026988 0.0869427758457161 0.186885512310067 0.0239664469742361 0.16873503156978 0.119294925852033 0.100917553014912 0.11492552598341 0.107870633690941 0.113171411160442
"donde" 0.123766881438608 0.13902205177373 0.165185945801152 0.180032216291336 0.16044496737619 0.196768848384424 0.165940676208256 0.164113785557987 0.169933607334809 0.174697326724628 0.271619732374675 0.174178097104289 0.0658178901252597 0.0663931269834947 0.0477908127851803 0.0509933904720811 0.156698876991382
"tan" 0.247533762877216 0.129434324065197 0.156256975757846 0.135813777202236 0.123007808321746 0.0724937862468931 0.0995644057249533 0.109409190371991 0.0790388871324692 0.0975054846835134 0.11983223487118 0.152405834966253 0.131635780250519 0.12216335364963 0.101271008044787 0.0804126542059741 0.0783494384956908
"aquel" 0.178369917367406 0.239693192713327 0.241082191169249 0.154764536811851 0.21927478874746 0.176056338028169 0.136901057871811 0.109409190371991 0.126462219411951 0.113756398797432 0.207709207110046 0.125190507293708 0.0699315082580884 0.0717045771421742 0.0671347131982295 0.0529546747210073 0.0957604248280665
"tú" 0.131047286229114 0.13902205177373 0.0267869101299165 0.116863017592622 0.0427853246336507 0.103562551781276 0.120306990250985 0.132202771699489 0.213404995257667 0.186885512310067 0.00798881565807869 0.195950359242325 0.0740451263909171 0.185900755553785 0.101271008044787 0.105909349442015 0.0261164794985636
"puerta" 0.105565869462342 0.215723873441994 0.142863520692888 0.202141435835886 0.197882126430634 0.134631317315659 0.124455507156192 0.145878920495988 0.110654441985457 0.117819127325912 0.0199720391451967 0.103418245155672 0.123408543984862 0.0902946526975528 0.0921679960857049 0.0784513699570479 0.0957604248280665
"nos" 0.0218412143715191 0.12464046021093 0.205366310996027 0.101070717917943 0.064177986950476 0.0466031483015742 0.14934660858743 0.12308533916849 0.221308883970914 0.0690663849841554 0.18374276013581 0.0544306553450904 0.121351734918448 0.143409154284348 0.108098267014098 0.0902190754506051 0.0348219726647515
"está" 0.0436824287430381 0.0671140939597315 0.0401803651948748 0.123179937462493 0.0748743181088887 0.103562551781276 0.0954158888197469 0.136761487964989 0.134366108125198 0.138132769968311 0.151787497503495 0.0979751796211626 0.100783644254304 0.142081291744679 0.138820932376 0.111793202188793 0.12187690432663
"cabeza" 0.247533762877216 0.12464046021093 0.165185945801152 0.157922996746786 0.106963311584127 0.119096934548467 0.128604024061398 0.12308533916849 0.185741384761303 0.186885512310067 0.00798881565807869 0.163291966035271 0.0802155535901602 0.0717045771421742 0.0728240956726557 0.0862965069527527 0.0957604248280665
"marqués" 0 0.0910834132310642 0.071431760346444 0.00947537980480718 0.096266980425714 0 0.211574362165526 0.337345003646973 0.00395194435662346 0.00406272852847973 0 0.0163291966035271 0 0.318687009520774 0.167267844748131 0.0882577912016789 0
"ser" 0.112846274252848 0.0575263662511985 0.0758962453680968 0.0789614983733931 0.048133490212857 0.0673156586578293 0.120306990250985 0.141320204230489 0.0750869427758457 0.117819127325912 0.279608548032754 0.0925321140866536 0.125465353051276 0.132786253966989 0.0830649841266229 0.137289897424834 0.0348219726647515
"aquella" 0.236613155691456 0.167785234899329 0.200901825974374 0.176873756356401 0.155096801796984 0.124275062137531 0.186683260734287 0.159555069292487 0.0750869427758457 0.15032095555375 0.12382664270022 0.16873503156978 0.0473066085275304 0.0570980892058054 0.0659968367033442 0.0529546747210073 0.0261164794985636
"ese" 0.0946452622765826 0.0719079578139981 0.0580383052814858 0.0852784182432646 0.048133490212857 0.0517812758906379 0.0912673719145406 0.100291757840992 0.0592791653493519 0.0365645567563175 0.0279608548032754 0.108861310690181 0.0802155535901602 0.181917167934775 0.14109668536577 0.205934846137251 0
"madre" 0.0655236431145572 0.182166826462128 0.107147640519666 0.331638293168251 0.080222483688095 0.0207125103562552 0.0788218211989214 0.319110138584974 0.150173885551691 0.0812545705695945 0.00399440782903935 0.299368604397997 0.0740451263909171 0.062409539364485 0.0842028606215081 0.0333418322317453 0.113171411160442
"tiene" 0.0655236431145572 0.062320230105465 0.0669672753247913 0.0979122579830075 0.032088993475238 0.0880281690140845 0.0954158888197469 0.12308533916849 0.0750869427758457 0.105630941740473 0.0878769722388656 0.0653167864141084 0.11312449865279 0.131458391427319 0.135407302891344 0.135328613175908 0.191520849656133
"tenía" 0.156528702995887 0.158197507190796 0.133934550649583 0.148447616941979 0.123007808321746 0.0983844241922121 0.0705247873885086 0.136761487964989 0.122510275055327 0.134070041439831 0.0279608548032754 0.0925321140866536 0.123408543984862 0.0969339653959022 0.0728240956726557 0.0980642124463098 0.0174109863323757
"gran" 0.105565869462342 0.100671140939597 0.0937541854547078 0.091595338113136 0.0909188148465076 0.0828500414250207 0.0912673719145406 0.191466083150985 0.189693329117926 0.15032095555375 0.0679049330936689 0.0598737208795994 0.0699315082580884 0.0637374019041549 0.0967195020652458 0.107870633690941 0.147993383825194
"hay" 0.0400422263477849 0.0335570469798658 0.0401803651948748 0.091595338113136 0.0374371590544443 0.0673156586578293 0.0871188550093342 0.12308533916849 0.142269996838445 0.117819127325912 0.0439384861194328 0.0544306553450904 0.119294925852033 0.159343504760387 0.105822514024328 0.0902190754506051 0.174109863323757
"esta" 0.0582432383240508 0.0191754554170662 0.111612125541319 0.091595338113136 0.048133490212857 0.103562551781276 0.074673304293715 0.109409190371991 0.0553272209927284 0.0568781993987162 0.151787497503495 0.0598737208795994 0.133692589316934 0.13013052888765 0.125166414437377 0.0843352227038265 0.0348219726647515
"señora" 0.0728040479050635 0.062320230105465 0.0491093352381803 0.129496857332365 0.133704139480158 0.144987572493786 0.157643642397843 0.0273522975929978 0.0711349984192223 0.0771918420411148 0 0.174178097104289 0.00822723626565746 0.176605717776096 0.149061820829967 0.0431482534763763 0
"siempre" 0.0873648574860762 0.0767018216682646 0.138399035671235 0.0789614983733931 0.0695261525296823 0.0724937862468931 0.120306990250985 0.0866156090444931 0.0632311097059753 0.101568213211993 0.171759536648692 0.146962769431744 0.0966700261214751 0.0982618279355721 0.0853407371163934 0.105909349442015 0.0435274658309393
"mis" 0.0400422263477849 0.306807286673059 0.17857940086611 0.154764536811851 0.235319285485079 0.025890637945319 0.277950632648828 0.0683807439824945 0.0316155548529877 0.0609409279271959 0.0958657878969443 0.0707598519486175 0.0925564079886464 0.0491309139677861 0.055755948249377 0.0823739384549003 0
"viejo" 0.0400422263477849 0.0910834132310642 0.120541095584624 0.126338397397429 0.096266980425714 0.155343827671914 0.112009956440572 0.200583515681984 0.189693329117926 0.14219549849679 0.0399440782903934 0.0762029174831265 0.084329171722989 0.0809996149198635 0.0773756016521967 0.029419263733893 0.0522329589971272
"otro" 0.0982854646718358 0.0862895493767977 0.0758962453680968 0.104229177852879 0.0534816557920633 0.0983844241922121 0.112009956440572 0.177789934354486 0.158077774264938 0.125944584382872 0.0758937487517476 0.0435445242760723 0.0534770357267735 0.0756881647611839 0.0910301195908196 0.0784513699570479 0.165404370157569
"he" 0.123766881438608 0.062320230105465 0.12947006562793 0.069486118568586 0.080222483688095 0.025890637945319 0.107861439535366 0.0592633114514953 0.0395194435662346 0.0162509141139189 0.0319552626323148 0.0979751796211626 0.102840453320718 0.0889667901578828 0.131993673406688 0.15494145566517 0
"camino" 0.0218412143715191 0.129434324065197 0.111612125541319 0.186349136161208 0.0374371590544443 0.279618889809445 0.0871188550093342 0.104850474106492 0.300347771103383 0.0934427561550337 0.155781905332534 0.146962769431744 0.0205680906641436 0.0478030514281162 0.0466529362902951 0.029419263733893 0.147993383825194
"noche" 0.0546030359287976 0.12464046021093 0.102683155498013 0.129496857332365 0.112311477163333 0.144987572493786 0.107861439535366 0.113967906637491 0.0987986089155865 0.109693670268953 0.0399440782903934 0.0816459830176355 0.0863859807894033 0.0597538142851452 0.0796513546419672 0.0882577912016789 0.139287890659006
"vida" 0.101925667067089 0.100671140939597 0.12947006562793 0.091595338113136 0.0695261525296823 0.0466031483015742 0.128604024061398 0.0455871626549964 0.0355674992096111 0.0975054846835134 0.315558218494108 0.0435445242760723 0.0925564079886464 0.0610816768248151 0.0477908127851803 0.111793202188793 0.0435274658309393
"todas" 0.0946452622765826 0.0767018216682646 0.0669672753247913 0.0821199583083289 0.106963311584127 0.0776719138359569 0.0663762704833022 0.0866156090444931 0.0395194435662346 0.0934427561550337 0.439384861194328 0.0979751796211626 0.0555338447931878 0.0517866390471258 0.0705483426828852 0.0745288014591955 0.0348219726647515
"después" 0.112846274252848 0.191754554170662 0.165185945801152 0.186349136161208 0.197882126430634 0.181234465617233 0.141049574777017 0.141320204230489 0.0790388871324692 0.0812545705695945 0.0559217096065508 0.234051817983889 0.0143976634649006 0.0199179380950484 0.0307226653619016 0.0372644007295977 0.0174109863323757
"pues" 0.0655236431145572 0.0527325023969319 0.035715880173222 0.0600107387637788 0.0267408278960317 0.0310687655343828 0.0622277535780958 0.0455871626549964 0.245020550110654 0.130007312911351 0.011983223487118 0.0816459830176355 0.0699315082580884 0.139425566665339 0.0910301195908196 0.0804126542059741 0.0174109863323757
"estaba" 0.109206071857595 0.158197507190796 0.169650430822805 0.157922996746786 0.149748636217777 0.10874067937034 0.112009956440572 0.132202771699489 0.118558330698704 0.158446412610709 0.0679049330936689 0.0816459830176355 0.0390793722618729 0.0517866390471258 0.0329984183516721 0.0254966952360406 0.00870549316618786
"otra" 0.0546030359287976 0.100671140939597 0.0669672753247913 0.091595338113136 0.0588298213712697 0.0880281690140845 0.0912673719145406 0.0774981765134938 0.0987986089155865 0.113756398797432 0.103854603555023 0.0598737208795994 0.0658178901252597 0.0929503777768925 0.0853407371163934 0.0607998117167121 0.0870549316618787
"este" 0.0436824287430381 0.0191754554170662 0.0223224251082638 0.0536938188939073 0.0748743181088887 0.0414250207125104 0.0663762704833022 0.0866156090444931 0.051375276636105 0.0609409279271959 0.151787497503495 0.0707598519486175 0.106954071453547 0.116851903490951 0.11492552598341 0.0666836644634907 0.0435274658309393
"niña" 0.14924829820538 0.0862895493767977 0.611634447966427 0.0821199583083289 0.149748636217777 0.0207125103562552 0.14934660858743 0.186907366885485 0.0316155548529877 0.0406272852847973 0.00399440782903935 0.0925321140866536 0.0761019354573315 0.0159343504760387 0.0284469123721311 0.0215741267381882 0.0174109863323757
"toda" 0.0873648574860762 0.0814956855225312 0.0803607303897495 0.0852784182432646 0.0588298213712697 0.0621375310687655 0.116158473345779 0.164113785557987 0.0711349984192223 0.15032095555375 0.175753944477731 0.0326583932070542 0.0534770357267735 0.0411637387297667 0.069410466188 0.0882577912016789 0.0609384521633151
"hasta" 0.116486476648102 0.148609779482263 0.102683155498013 0.0821199583083289 0.133704139480158 0.0828500414250207 0.074673304293715 0.0911743253099927 0.0790388871324692 0.105630941740473 0.0639105252646295 0.0925321140866536 0.0719883173245028 0.0464751888884463 0.0750998486624262 0.0529546747210073 0.12187690432663
"puede" 0.0291216191620254 0.0383509108341323 0.017857940086611 0.034743059284293 0.00534816557920633 0.025890637945319 0.0663762704833022 0.0729394602479942 0.0237116661397408 0.0690663849841554 0.12382664270022 0.0653167864141084 0.0925564079886464 0.12481907872897 0.11492552598341 0.133367328926981 0.0261164794985636
"porque" 0.0655236431145572 0.11025886864813 0.111612125541319 0.0821199583083289 0.112311477163333 0.0517812758906379 0.116158473345779 0.0592633114514953 0.0592791653493519 0.134070041439831 0.187737167964849 0.0979751796211626 0.0431929903947017 0.0823274774595334 0.0398256773209836 0.0607998117167121 0.0435274658309393
"esa" 0.112846274252848 0.0527325023969319 0.053573820259833 0.0663276586336502 0.0374371590544443 0.025890637945319 0.0829703381041278 0.0911743253099927 0.043471387922858 0.0365645567563175 0.011983223487118 0.0707598519486175 0.106954071453547 0.100917553014912 0.0921679960857049 0.109831917939867 0.00870549316618786
"ella" 0.22933275090095 0.215723873441994 0.160721460779499 0.0947537980480718 0.197882126430634 0.0776719138359569 0.1949802945447 0.0273522975929978 0.0474233322794815 0.0528154708702364 0.0439384861194328 0.146962769431744 0.022624899730558 0.0199179380950484 0.0341362948465574 0.0470708219742287 0.0348219726647515
"mí" 0.0509628335335445 0.12464046021093 0.133934550649583 0.0726445785035217 0.256711947801904 0.025890637945319 0.232316946691558 0.0683807439824945 0.0276636104963642 0.0609409279271959 0.0639105252646295 0.0762029174831265 0.0411361813282873 0.0690488520628345 0.060307454228918 0.0607998117167121 0
