"Bélico-social_CruzadosCausa-ne0020" "Bélico-social_FlordeSantidad-ne0017" "Bélico-social_GerifaltesAntano-ne0022" "Bélico-social_MediaNoche-ne0037" "Bélico-social_ResplandorHoguera-ne0021" "Esperpéntico_Baza-ne0036" "Esperpéntico_Corte-ne0033" "Esperpéntico_TiranoBanderas-ne0030" "Esperpéntico_Viva-ne0035" "Sonatas_SonataEstio-ne0014" "Sonatas_SonataInvierno-ne0016" "Sonatas_SonataOtono-ne0013" "Sonatas_SonataPrimavera-ne0015"
"licenciadito" 0 0 0 0 0 0 0 0.0431929903947017 0 0 0 0 0
"lucía" 0 0.00517812758906379 0 0 0.00395194435662346 0.00980642124463098 0.00398358761900968 0.00205680906641436 0.00910301195908196 0 0 0.00958772770853308 0
"malicia" 0.00455871626549964 0.0103562551781276 0.0121881855854392 0 0.00395194435662346 0.00392256849785239 0.00796717523801936 0 0.00568938247442623 0 0.00414851690520639 0 0
"marchoso" 0 0 0 0 0 0.00588385274677859 0.00929503777768925 0.00411361813282873 0.0102408884539672 0 0 0 0
"medios" 0 0 0 0 0 0.0019612842489262 0.00663931269834947 0.00411361813282873 0.0147923944335082 0 0 0 0
"miel" 0.00455871626549964 0.0103562551781276 0.0243763711708784 0 0.0158077774264938 0 0.00398358761900968 0.00205680906641436 0.00455150597954098 0 0 0 0
"miradas" 0 0 0.00406272852847973 0 0.00395194435662346 0.00392256849785239 0.00398358761900968 0.00411361813282873 0.00568938247442623 0.017857940086611 0.00829703381041278 0.00479386385426654 0
"mirándose" 0.00911743253099927 0 0.0162509141139189 0 0.00395194435662346 0 0.00265572507933979 0.00411361813282873 0.0102408884539672 0 0 0.00479386385426654 0
"miré" 0 0 0 0 0.00395194435662346 0 0.00132786253966989 0 0 0 0.0331881352416511 0.0143815915627996 0.0427853246336507
"moño" 0 0 0 0 0 0.019612842489262 0.00265572507933979 0.00617042719924309 0.00682725896931147 0 0 0 0
"motivo" 0.00455871626549964 0 0.00812545705695945 0 0 0.00392256849785239 0.00663931269834947 0.00411361813282873 0.00796513546419672 0 0.00414851690520639 0 0.00534816557920633
"necesita" 0.0136761487964989 0.0103562551781276 0.00406272852847973 0 0 0.00392256849785239 0.00663931269834947 0.00411361813282873 0.00227575298977049 0.00446448502165275 0.0124455507156192 0 0
"nieblas" 0 0 0 0.0435274658309393 0 0.00784513699570479 0.00265572507933979 0.00617042719924309 0.00455150597954098 0 0.00829703381041278 0.00479386385426654 0
"nota" 0 0 0.00406272852847973 0 0 0.0019612842489262 0.00531145015867957 0.0185112815977293 0.00568938247442623 0 0 0 0.00534816557920633
"olivar" 0 0 0 0 0 0.0019612842489262 0.0199179380950484 0 0.00568938247442623 0 0 0 0
"padrino" 0 0 0 0 0 0.0019612842489262 0.0159343504760387 0 0.00568938247442623 0 0 0.0143815915627996 0
"patio" 0 0 0 0 0.00790388871324692 0 0.00265572507933979 0.0102840453320718 0.00341362948465574 0.0312513951515693 0.00829703381041278 0 0
"pecados" 0 0.00517812758906379 0.00812545705695945 0 0.00790388871324692 0 0.00265572507933979 0 0.00568938247442623 0.017857940086611 0.0165940676208256 0 0.00534816557920633
"periódico" 0 0 0 0 0 0.00392256849785239 0.00132786253966989 0.00411361813282873 0.0182060239181639 0 0 0 0
"piadosa" 0.00455871626549964 0.0103562551781276 0 0 0 0.00588385274677859 0.00132786253966989 0 0.00113787649488525 0.00446448502165275 0.0124455507156192 0.0287631831255992 0.016044496737619
"pinta" 0.00911743253099927 0 0 0 0 0.00588385274677859 0.00398358761900968 0.0102840453320718 0.00910301195908196 0 0 0 0
"podré" 0.00911743253099927 0.0155343827671914 0.00406272852847973 0 0 0.00980642124463098 0.00531145015867957 0.00411361813282873 0 0 0 0.00479386385426654 0.016044496737619
"poniendo" 0.0136761487964989 0.00517812758906379 0.00406272852847973 0.00870549316618786 0 0.0019612842489262 0.00663931269834947 0 0.00682725896931147 0.00446448502165275 0.00829703381041278 0 0
"portón" 0.0273522975929978 0.00517812758906379 0 0 0 0.00588385274677859 0.00663931269834947 0 0.00568938247442623 0 0.00414851690520639 0 0
"práxedes" 0 0 0 0 0 0.0411869692274501 0 0 0 0 0 0 0
"precisamente" 0 0 0 0 0 0.00588385274677859 0.00663931269834947 0.00411361813282873 0.0102408884539672 0 0.00829703381041278 0 0
"-pues" 0 0 0 0 0 0 0 0.0431929903947017 0 0 0 0 0
"puse" 0 0 0 0.00870549316618786 0 0 0.00265572507933979 0 0.00113787649488525 0.0312513951515693 0.00829703381041278 0.0287631831255992 0.0106963311584127
"querer" 0 0.00517812758906379 0.00406272852847973 0 0.00790388871324692 0.00588385274677859 0.00531145015867957 0.00205680906641436 0.00341362948465574 0 0.00414851690520639 0.0191754554170662 0.00534816557920633
"raza" 0.0136761487964989 0 0.00406272852847973 0 0.00395194435662346 0 0 0.0143976634649006 0.00568938247442623 0.0133934550649583 0.00414851690520639 0 0
"remota" 0 0.00517812758906379 0 0.00870549316618786 0 0.00784513699570479 0.00531145015867957 0.0164544725313149 0.00227575298977049 0 0 0 0.00534816557920633
"repetía" 0 0.0155343827671914 0.00406272852847973 0 0 0.00784513699570479 0.00265572507933979 0.00205680906641436 0.00227575298977049 0.00446448502165275 0.0207425845260319 0.00958772770853308 0
"resonaban" 0.0273522975929978 0.00517812758906379 0.00406272852847973 0 0.00395194435662346 0.0019612842489262 0.00265572507933979 0.00205680906641436 0.00113787649488525 0 0.0124455507156192 0.0143815915627996 0.00534816557920633
"rojas" 0.00911743253099927 0 0 0.0174109863323757 0.0197597217831173 0.0019612842489262 0.00265572507933979 0.00822723626565746 0.00341362948465574 0.0089289700433055 0 0 0
"ruego" 0 0.00517812758906379 0.00812545705695945 0 0.00395194435662346 0 0 0.00822723626565746 0.00341362948465574 0.00446448502165275 0.0124455507156192 0.00958772770853308 0.0213926623168253
"santiguándose" 0.0136761487964989 0.00517812758906379 0.0121881855854392 0 0.00790388871324692 0.0019612842489262 0.00265572507933979 0.00205680906641436 0.00568938247442623 0.00446448502165275 0.00414851690520639 0.00479386385426654 0
"segunda" 0 0 0.00406272852847973 0.0174109863323757 0 0.0137289897424834 0.00398358761900968 0.00822723626565746 0.00455150597954098 0 0 0 0
"seguramente" 0.00455871626549964 0 0.00406272852847973 0 0 0.0117677054935572 0.00796717523801936 0 0.00341362948465574 0.0133934550649583 0 0.00479386385426654 0
"serafina" 0 0 0.0853172990980743 0 0 0 0 0 0 0 0 0 0
"serán" 0.0136761487964989 0.00517812758906379 0 0 0.00790388871324692 0.0019612842489262 0.00531145015867957 0.00822723626565746 0.00455150597954098 0 0 0.00479386385426654 0.00534816557920633
"sierra" 0 0.0103562551781276 0 0 0.00790388871324692 0 0.00265572507933979 0.00822723626565746 0.0102408884539672 0 0 0.00958772770853308 0
"solas" 0.00911743253099927 0.0155343827671914 0.00812545705695945 0 0.0118558330698704 0.00588385274677859 0.00265572507933979 0 0 0.00446448502165275 0.00829703381041278 0.00479386385426654 0.0106963311584127
"sombrío" 0.00455871626549964 0 0 0 0 0.0019612842489262 0 0.00617042719924309 0.00113787649488525 0.0133934550649583 0.0207425845260319 0.0143815915627996 0.0213926623168253
"sonar" 0 0.0155343827671914 0 0.00870549316618786 0.00790388871324692 0.0019612842489262 0 0.00411361813282873 0.00113787649488525 0.00446448502165275 0.0165940676208256 0.0191754554170662 0.0106963311584127
"suya" 0.00911743253099927 0.0103562551781276 0.0121881855854392 0 0 0.00784513699570479 0.00398358761900968 0 0.00227575298977049 0.0089289700433055 0.00829703381041278 0 0.00534816557920633
"tendía" 0 0.00517812758906379 0.00812545705695945 0 0 0.00392256849785239 0.00929503777768925 0.00617042719924309 0 0.00446448502165275 0.00414851690520639 0 0.0213926623168253
"tendió" 0.00911743253099927 0 0 0 0.00790388871324692 0.00392256849785239 0.00663931269834947 0.00822723626565746 0.00568938247442623 0 0 0.00479386385426654 0
"tendría" 0.0136761487964989 0.00517812758906379 0.00406272852847973 0 0.00395194435662346 0 0.00663931269834947 0.0102840453320718 0.00113787649488525 0.0089289700433055 0 0.00958772770853308 0
"terne" 0 0 0 0 0 0.0176515582403358 0.00132786253966989 0 0.0125166414437377 0 0 0 0
"toca" 0.00455871626549964 0.0103562551781276 0.0121881855854392 0 0 0.0019612842489262 0.00531145015867957 0.00411361813282873 0.00568938247442623 0.0089289700433055 0 0 0.00534816557920633
"tocaban" 0.0182348650619985 0.00517812758906379 0.0121881855854392 0 0.0118558330698704 0.0019612842489262 0 0.00411361813282873 0.00227575298977049 0.00446448502165275 0.00829703381041278 0 0.0106963311584127
"tocando" 0.00911743253099927 0 0.0121881855854392 0 0.00395194435662346 0.00392256849785239 0.00531145015867957 0.00411361813282873 0.00682725896931147 0 0 0 0.00534816557920633
"trinchera" 0 0 0.00406272852847973 0.174109863323757 0 0 0 0 0 0 0 0 0
"ven" 0.00911743253099927 0.00517812758906379 0.00812545705695945 0 0 0.0019612842489262 0.00398358761900968 0.0102840453320718 0.00341362948465574 0 0 0 0.0213926623168253
"verdaderamente" 0 0 0 0 0 0.00392256849785239 0.00531145015867957 0.00822723626565746 0.00796513546419672 0.0089289700433055 0.00414851690520639 0.00479386385426654 0
"vernos" 0 0 0.00406272852847973 0 0 0.00784513699570479 0.00398358761900968 0.00205680906641436 0.00227575298977049 0.0133934550649583 0.0207425845260319 0.00958772770853308 0
"visión" 0.00455871626549964 0.00517812758906379 0 0.00870549316618786 0 0.00392256849785239 0.00398358761900968 0.0143976634649006 0.00341362948465574 0.00446448502165275 0 0.00958772770853308 0
"vueltas" 0 0.0103562551781276 0.00406272852847973 0.00870549316618786 0.00790388871324692 0.00980642124463098 0.00531145015867957 0 0.00341362948465574 0 0 0.00958772770853308 0.00534816557920633
"zagala" 0.0136761487964989 0.0880281690140845 0.00406272852847973 0 0 0 0 0 0 0 0 0 0
"acudían" 0 0.0103562551781276 0.00812545705695945 0 0 0 0.00265572507933979 0.00411361813282873 0.00796513546419672 0.00446448502165275 0.00414851690520639 0.00479386385426654 0.0106963311584127
"agora" 0.0182348650619985 0.0673156586578293 0 0 0.0118558330698704 0 0 0 0 0 0 0 0
"alarde" 0.00455871626549964 0 0.0121881855854392 0 0.00790388871324692 0.00392256849785239 0.00398358761900968 0.00822723626565746 0.00227575298977049 0.00446448502165275 0.00414851690520639 0 0.00534816557920633
"amparo" 0.00911743253099927 0 0.00406272852847973 0.0174109863323757 0.00395194435662346 0 0.00531145015867957 0.00822723626565746 0.00455150597954098 0 0.00414851690520639 0 0.00534816557920633
"apasionada" 0 0.00517812758906379 0 0.0174109863323757 0 0.00588385274677859 0.00265572507933979 0.00205680906641436 0.00455150597954098 0.0089289700433055 0.00414851690520639 0 0.0213926623168253
"arte" 0.00455871626549964 0 0.00406272852847973 0 0 0.0019612842489262 0.0132786253966989 0.00205680906641436 0.00341362948465574 0 0.00414851690520639 0 0.0106963311584127
"asunto" 0 0 0.00406272852847973 0 0 0.00392256849785239 0.00398358761900968 0.0123408543984862 0.00910301195908196 0 0 0 0
"bando" 0.00911743253099927 0 0 0 0 0 0.00796717523801936 0 0.00910301195908196 0.00446448502165275 0 0.0143815915627996 0
"bocas" 0.00455871626549964 0.0103562551781276 0.00406272852847973 0.0174109863323757 0.00395194435662346 0.00392256849785239 0.00132786253966989 0 0.00682725896931147 0.00446448502165275 0 0.00958772770853308 0.00534816557920633
"brillante" 0.00455871626549964 0 0 0 0 0.0117677054935572 0.00132786253966989 0.00617042719924309 0.00682725896931147 0.0089289700433055 0.00414851690520639 0 0
"camarote" 0 0 0 0 0 0.0254966952360406 0.00132786253966989 0 0.00113787649488525 0.0223224251082638 0 0 0
"camisa" 0 0.00517812758906379 0 0 0.00395194435662346 0.00784513699570479 0.00265572507933979 0.0185112815977293 0.00341362948465574 0 0 0 0
"cancela" 0.00455871626549964 0.0517812758906379 0.00406272852847973 0 0 0 0 0.00205680906641436 0 0.00446448502165275 0 0.0143815915627996 0.016044496737619
"canónigo" 0.0774981765134938 0 0 0 0.00395194435662346 0.0019612842489262 0.00132786253966989 0 0 0 0 0 0
"cargados" 0.00455871626549964 0.0103562551781276 0.00406272852847973 0.0261164794985636 0.00395194435662346 0.0019612842489262 0.00132786253966989 0.00205680906641436 0.00341362948465574 0.00446448502165275 0 0.0239693192713327 0
"celda" 0 0 0 0 0.00395194435662346 0.00392256849785239 0 0.00411361813282873 0.00227575298977049 0.0312513951515693 0.0165940676208256 0 0.0106963311584127
"cerraba" 0.00911743253099927 0 0 0 0 0.0019612842489262 0.00663931269834947 0 0.00682725896931147 0.00446448502165275 0 0.0143815915627996 0.0106963311584127
"circo" 0 0 0.00812545705695945 0 0 0.0019612842489262 0 0.0185112815977293 0.00796513546419672 0 0 0 0.00534816557920633
"cochero" 0 0 0 0 0 0 0.0132786253966989 0.00411361813282873 0.00910301195908196 0 0 0 0
"comenzaba" 0.00911743253099927 0.00517812758906379 0.00406272852847973 0.00870549316618786 0.0118558330698704 0 0 0 0.00113787649488525 0.0089289700433055 0.0207425845260319 0.0143815915627996 0.00534816557920633
"compañeros" 0.00455871626549964 0 0.00812545705695945 0.00870549316618786 0 0.00980642124463098 0.00531145015867957 0.00411361813282873 0.00455150597954098 0.00446448502165275 0 0 0
"confianza" 0 0 0.00406272852847973 0 0 0.00588385274677859 0.00796717523801936 0.00411361813282873 0.00796513546419672 0 0.00414851690520639 0 0
"confieso" 0.00455871626549964 0 0 0 0 0 0 0.00205680906641436 0 0.0223224251082638 0.0290396183364447 0.00958772770853308 0.0213926623168253
"conjura" 0 0 0 0 0 0.0117677054935572 0.00132786253966989 0 0.0147923944335082 0 0 0 0
"consejos" 0.00455871626549964 0 0 0 0 0.0117677054935572 0.00929503777768925 0.00205680906641436 0.00568938247442623 0 0 0 0
"corredores" 0.00455871626549964 0.00517812758906379 0 0.0174109863323757 0.00395194435662346 0.00392256849785239 0 0.00205680906641436 0.00227575298977049 0 0.00414851690520639 0.0335570469798658 0.0106963311584127
"costa" 0.00911743253099927 0 0 0.0435274658309393 0 0.00980642124463098 0.00132786253966989 0.00205680906641436 0.00341362948465574 0.0133934550649583 0 0 0
"crimen" 0.00455871626549964 0 0 0 0 0.00588385274677859 0.00929503777768925 0.00411361813282873 0.00568938247442623 0.0089289700433055 0 0 0
"cuadra" 0.00911743253099927 0 0.00812545705695945 0 0 0 0.011950762857029 0.00617042719924309 0.00227575298977049 0 0.00414851690520639 0.00479386385426654 0
"cuentan" 0 0.00517812758906379 0.00406272852847973 0 0 0.00392256849785239 0.00796717523801936 0.00205680906641436 0.00455150597954098 0.00446448502165275 0.0124455507156192 0.00479386385426654 0
"desierto" 0.00455871626549964 0.0155343827671914 0 0 0 0 0.00265572507933979 0.00617042719924309 0.00227575298977049 0.0223224251082638 0.00829703381041278 0.00479386385426654 0.00534816557920633
"desnudos" 0.00455871626549964 0.00517812758906379 0 0.00870549316618786 0 0.00392256849785239 0.00132786253966989 0.00205680906641436 0.00341362948465574 0.0312513951515693 0.00414851690520639 0.00479386385426654 0.00534816557920633
"despidió" 0.00911743253099927 0 0.00406272852847973 0 0.00395194435662346 0.00588385274677859 0.00265572507933979 0.00411361813282873 0.00568938247442623 0.00446448502165275 0 0.00958772770853308 0.00534816557920633
"duques" 0 0 0 0 0.00395194435662346 0.0137289897424834 0.00132786253966989 0 0.0113787649488525 0 0 0 0.00534816557920633
"echado" 0.00455871626549964 0.0310687655343828 0 0 0.0118558330698704 0.00392256849785239 0.00265572507933979 0.00617042719924309 0.00113787649488525 0.00446448502165275 0.00414851690520639 0 0
"espiritual" 0 0 0 0 0.00395194435662346 0.00392256849785239 0.00398358761900968 0.00822723626565746 0.00568938247442623 0 0 0.00958772770853308 0.016044496737619
"esquina" 0.00911743253099927 0 0.00406272852847973 0.00870549316618786 0 0.00392256849785239 0.00531145015867957 0.00411361813282873 0.00796513546419672 0 0.00414851690520639 0 0
"estremecimiento" 0 0.0103562551781276 0 0.00870549316618786 0.00395194435662346 0.0019612842489262 0 0 0 0.0267869101299165 0 0.0191754554170662 0.0267408278960317
"falsa" 0 0 0 0 0 0.00588385274677859 0.00929503777768925 0.0102840453320718 0.00455150597954098 0.00446448502165275 0 0 0
"familiares" 0 0.0103562551781276 0.00406272852847973 0 0 0 0.00132786253966989 0.00205680906641436 0.00341362948465574 0.00446448502165275 0 0.0143815915627996 0.0427853246336507
"felipito" 0 0 0 0 0 0 0.025229388253728 0 0.00113787649488525 0 0 0 0
"fiebre" 0 0.0103562551781276 0 0 0.00395194435662346 0 0.00531145015867957 0 0.00455150597954098 0.00446448502165275 0.0248911014312383 0.00958772770853308 0
"fijos" 0.00455871626549964 0.00517812758906379 0.0284390996993581 0 0.00790388871324692 0 0.00265572507933979 0 0 0.0089289700433055 0 0.00958772770853308 0.016044496737619
"fruto" 0 0.0103562551781276 0.00406272852847973 0 0 0.0019612842489262 0.00265572507933979 0.00617042719924309 0.00455150597954098 0.00446448502165275 0.0124455507156192 0.0143815915627996 0
"galería" 0.00455871626549964 0 0 0 0 0.00392256849785239 0.00398358761900968 0.00617042719924309 0.0125166414437377 0 0 0 0
"guarda" 0.00455871626549964 0.0103562551781276 0 0.00870549316618786 0 0.00392256849785239 0.00929503777768925 0.00411361813282873 0.00455150597954098 0 0.00414851690520639 0 0
"gusta" 0 0 0.0162509141139189 0 0 0.00392256849785239 0.00531145015867957 0.0102840453320718 0.00455150597954098 0 0.00414851690520639 0 0
"hablado" 0 0 0.00406272852847973 0 0.00395194435662346 0.00392256849785239 0.00531145015867957 0.0102840453320718 0.00227575298977049 0 0.0165940676208256 0 0.00534816557920633
"haremos" 0.00911743253099927 0.00517812758906379 0 0.0261164794985636 0 0.00784513699570479 0.00398358761900968 0.00205680906641436 0.00455150597954098 0.00446448502165275 0.00414851690520639 0 0
"haría" 0.00911743253099927 0 0.00406272852847973 0 0.00395194435662346 0.00588385274677859 0.00531145015867957 0.00205680906641436 0.00682725896931147 0.0089289700433055 0 0 0
"hogueras" 0.00455871626549964 0 0.0162509141139189 0.0348219726647515 0 0.00392256849785239 0.00132786253966989 0 0.00455150597954098 0.017857940086611 0 0 0
"honra" 0 0 0.00406272852847973 0 0 0.0117677054935572 0.00132786253966989 0.00411361813282873 0.00910301195908196 0.00446448502165275 0.00414851690520639 0 0
"ilustrísima" 0 0 0 0 0 0 0.00531145015867957 0 0.00682725896931147 0.00446448502165275 0.0290396183364447 0 0.0106963311584127
"importancia" 0 0 0 0 0 0.00392256849785239 0.00398358761900968 0.0123408543984862 0.00910301195908196 0 0.00414851690520639 0 0
"infantiles" 0.0136761487964989 0.0103562551781276 0.00406272852847973 0.0174109863323757 0.00395194435662346 0 0 0 0.00227575298977049 0 0 0.0383509108341323 0.00534816557920633
"interior" 0.0136761487964989 0 0.0121881855854392 0.00870549316618786 0.0158077774264938 0.00392256849785239 0.00265572507933979 0.00822723626565746 0 0.00446448502165275 0 0 0
"jeta" 0 0 0 0 0 0.00392256849785239 0.00796717523801936 0.00411361813282873 0.0113787649488525 0 0 0 0
"juanilla" 0 0 0 0 0 0 0.025229388253728 0 0.00113787649488525 0 0 0 0
"laberinto" 0 0.00517812758906379 0 0.0261164794985636 0 0 0 0 0.00113787649488525 0 0 0.062320230105465 0.0106963311584127
"labio" 0 0.00517812758906379 0.00812545705695945 0 0 0 0.00531145015867957 0.00822723626565746 0.00796513546419672 0.0089289700433055 0 0 0
"ladrón" 0.00911743253099927 0 0 0.00870549316618786 0.0118558330698704 0.0019612842489262 0.00398358761900968 0.00205680906641436 0.00341362948465574 0.0133934550649583 0.00829703381041278 0 0.00534816557920633
"latín" 0.0136761487964989 0.00517812758906379 0.00406272852847973 0 0 0.0019612842489262 0.00531145015867957 0 0.00455150597954098 0.00446448502165275 0.0207425845260319 0 0
"lección" 0 0 0.00812545705695945 0 0 0.00392256849785239 0.0132786253966989 0.00411361813282873 0.00455150597954098 0 0 0 0
"liberalismo" 0 0 0 0 0 0.00392256849785239 0.00796717523801936 0.00205680906641436 0.0125166414437377 0 0 0 0
"licencias" 0 0 0 0 0 0.019612842489262 0.00531145015867957 0 0.00568938247442623 0.00446448502165275 0 0 0
"ligero" 0.00455871626549964 0 0.0121881855854392 0.00870549316618786 0.0118558330698704 0.0019612842489262 0.00132786253966989 0.00411361813282873 0.00341362948465574 0.0089289700433055 0 0.00479386385426654 0.0106963311584127
"llevaban" 0.0136761487964989 0.0103562551781276 0 0 0.0158077774264938 0.0019612842489262 0.00265572507933979 0.00411361813282873 0.00341362948465574 0 0.00414851690520639 0.00479386385426654 0.00534816557920633
"llevo" 0 0 0.00812545705695945 0 0.00790388871324692 0.0019612842489262 0.00663931269834947 0.00205680906641436 0.00682725896931147 0 0.00829703381041278 0.00479386385426654 0
"martín" 0 0 0 0 0.0118558330698704 0.0019612842489262 0.00663931269834947 0.0102840453320718 0.00682725896931147 0 0 0 0
"mías" 0 0.00517812758906379 0.00406272852847973 0.0174109863323757 0.00395194435662346 0.0019612842489262 0.00265572507933979 0.00205680906641436 0 0.0089289700433055 0.00414851690520639 0.0287631831255992 0.0106963311584127
"mismos" 0.0136761487964989 0 0.00406272852847973 0 0.00790388871324692 0.00784513699570479 0.00265572507933979 0.00411361813282873 0.00568938247442623 0 0 0 0.00534816557920633
"molinero" 0 0 0.00812545705695945 0 0.0474233322794815 0 0 0 0 0 0 0.0287631831255992 0
"muda" 0 0 0.00406272852847973 0.00870549316618786 0.00395194435662346 0 0.00398358761900968 0.00617042719924309 0.00341362948465574 0.0089289700433055 0.0165940676208256 0.00479386385426654 0.00534816557920633
"murió" 0.00911743253099927 0 0.00406272852847973 0.0435274658309393 0.00790388871324692 0 0 0.00205680906641436 0.00113787649488525 0.00446448502165275 0.00414851690520639 0.0191754554170662 0.0106963311584127
"naturalmente" 0 0 0.00406272852847973 0 0 0.00980642124463098 0.00531145015867957 0.00411361813282873 0.00910301195908196 0 0 0 0
"nobleza" 0.00911743253099927 0 0.00812545705695945 0 0.0158077774264938 0.00588385274677859 0.00265572507933979 0.00205680906641436 0.00455150597954098 0.00446448502165275 0.00414851690520639 0 0
"notas" 0 0 0 0 0.00395194435662346 0.00588385274677859 0.00132786253966989 0.0143976634649006 0.00568938247442623 0.0089289700433055 0.00414851690520639 0 0
"número" 0 0 0.00812545705695945 0 0.00395194435662346 0.00588385274677859 0.00132786253966989 0.0143976634649006 0.00568938247442623 0.00446448502165275 0 0 0
"nuncio" 0 0 0 0 0 0 0.00531145015867957 0 0.0182060239181639 0 0 0 0
"olvidado" 0.00455871626549964 0 0.0121881855854392 0.00870549316618786 0 0.00784513699570479 0.00531145015867957 0 0.00227575298977049 0 0.0165940676208256 0.00479386385426654 0
"pálidas" 0.00455871626549964 0.00517812758906379 0.00406272852847973 0.00870549316618786 0.00790388871324692 0.00392256849785239 0.00132786253966989 0 0 0 0.00414851690520639 0.0479386385426654 0
"papa" 0.0136761487964989 0 0 0 0 0 0.00265572507933979 0 0.0170681474232787 0 0 0 0
"parador" 0 0 0.00406272852847973 0 0.0158077774264938 0 0 0 0.0125166414437377 0.017857940086611 0 0 0
"parecen" 0 0.0155343827671914 0.00812545705695945 0.0174109863323757 0.00790388871324692 0 0.00265572507933979 0.00205680906641436 0.00227575298977049 0.0089289700433055 0 0 0.0213926623168253
"partidas" 0.0182348650619985 0 0.0365645567563175 0 0.00790388871324692 0.0019612842489262 0.00132786253966989 0.00617042719924309 0 0 0 0 0
"pasaron" 0.0227935813274982 0.00517812758906379 0 0 0.0158077774264938 0.0019612842489262 0.00132786253966989 0.00205680906641436 0.00227575298977049 0 0 0.00958772770853308 0.016044496737619
"pecador" 0 0.00517812758906379 0.0162509141139189 0 0.00790388871324692 0 0.00398358761900968 0.00205680906641436 0.00455150597954098 0.00446448502165275 0.00829703381041278 0 0.0106963311584127
"penetró" 0 0.00517812758906379 0.00406272852847973 0 0 0.00980642124463098 0.00132786253966989 0.00822723626565746 0.00455150597954098 0.00446448502165275 0 0.00479386385426654 0.0106963311584127
"pesar" 0.00911743253099927 0.00517812758906379 0 0 0.00395194435662346 0.00392256849785239 0.00265572507933979 0.00205680906641436 0.00455150597954098 0 0.00829703381041278 0.0143815915627996 0.0106963311584127
"peso" 0 0.0103562551781276 0.00812545705695945 0.00870549316618786 0.00790388871324692 0.00392256849785239 0.00398358761900968 0.00205680906641436 0.00682725896931147 0 0 0 0.00534816557920633
"procura" 0 0 0 0 0 0.00588385274677859 0.00929503777768925 0.00411361813282873 0.00910301195908196 0 0 0 0
"quieren" 0.00911743253099927 0 0.0121881855854392 0 0.00395194435662346 0.00588385274677859 0.00531145015867957 0.00205680906641436 0.00455150597954098 0.00446448502165275 0 0.00479386385426654 0
"rato" 0 0 0 0 0.00395194435662346 0.00588385274677859 0.00398358761900968 0.0102840453320718 0.00455150597954098 0.00446448502165275 0 0 0.016044496737619
"recámara" 0 0 0 0 0 0 0.00132786253966989 0.0390793722618729 0 0 0 0 0
"reverencia" 0.00455871626549964 0 0.00812545705695945 0 0 0.00392256849785239 0 0.00205680906641436 0.00796513546419672 0.00446448502165275 0.00414851690520639 0 0.0267408278960317
"rezando" 0.0136761487964989 0.00517812758906379 0 0 0.0158077774264938 0 0.00531145015867957 0.00205680906641436 0.00568938247442623 0.00446448502165275 0 0.00479386385426654 0
"rincones" 0.00455871626549964 0.00517812758906379 0 0.00870549316618786 0 0.0019612842489262 0.0106229003173591 0.00617042719924309 0.00455150597954098 0 0 0.00479386385426654 0
"rió" 0.00911743253099927 0 0.0162509141139189 0 0.00790388871324692 0.00392256849785239 0.00531145015867957 0.00205680906641436 0.00113787649488525 0.00446448502165275 0.0124455507156192 0 0
"rodar" 0 0 0.0121881855854392 0.0348219726647515 0.0118558330698704 0.00980642124463098 0 0.00205680906641436 0.00227575298977049 0 0.00414851690520639 0 0.00534816557920633
"ruiz" 0 0 0 0 0 0.0392256849785239 0 0 0 0 0 0 0
"rumbo" 0.00455871626549964 0 0 0.00870549316618786 0 0.0117677054935572 0.00265572507933979 0.00617042719924309 0.00568938247442623 0.00446448502165275 0.00414851690520639 0 0
"saberlo" 0 0 0.00406272852847973 0 0.00395194435662346 0.00980642124463098 0.00132786253966989 0 0.0102408884539672 0.0089289700433055 0 0.00479386385426654 0
"sable" 0.0136761487964989 0 0.00406272852847973 0 0.0158077774264938 0.00588385274677859 0.00265572507933979 0 0.00568938247442623 0 0.00414851690520639 0.00479386385426654 0
"saco" 0 0 0.00406272852847973 0 0.00790388871324692 0.00588385274677859 0.00132786253966989 0.0267385178633867 0 0 0 0 0
"sacrificio" 0.00911743253099927 0.00517812758906379 0.00812545705695945 0 0.00395194435662346 0 0.00398358761900968 0.00411361813282873 0.00341362948465574 0.00446448502165275 0.0207425845260319 0 0
"salen" 0.00455871626549964 0 0.00406272852847973 0.0435274658309393 0 0.00784513699570479 0.00531145015867957 0 0.00568938247442623 0 0 0 0
"sede" 0.00455871626549964 0 0 0 0 0 0.00531145015867957 0 0.0170681474232787 0 0 0 0
"señas" 0.00911743253099927 0.00517812758906379 0 0 0.00790388871324692 0.00980642124463098 0.00398358761900968 0.00411361813282873 0.00341362948465574 0.0089289700433055 0 0 0
"sentados" 0.0136761487964989 0.0155343827671914 0.0162509141139189 0.00870549316618786 0.00395194435662346 0 0 0 0 0.0133934550649583 0.00829703381041278 0.0143815915627996 0
"siglo" 0.00911743253099927 0 0 0 0 0.00588385274677859 0.00398358761900968 0.00411361813282873 0.00341362948465574 0.00446448502165275 0.00829703381041278 0.0143815915627996 0.00534816557920633
"solemne" 0 0.0103562551781276 0.00812545705695945 0 0 0.00392256849785239 0.00398358761900968 0.00205680906641436 0.00227575298977049 0.0089289700433055 0.0124455507156192 0.00479386385426654 0.0106963311584127
